Nor Cal Orthodontics,"4.8
(40)","
27225 Camp Plenty Rd #10, Canyon Country, CA 91351, United States",https://www.google.com/maps/place/Nor+Cal+Orthodontics/data=!4m7!3m6!1s0x809ade1cffbf622d:0x14f86f12eb6ab100!8m2!3d38.6646266!4d-121.2654429!16s%2Fg%2F1vg6t_9f!19sChIJLWK__xzemoARALFq6xJv-BQ?authuser=0&hl=en&rclk=1,"
+1 916-965-8026",https://norcalortho.com/?utm_campaign=gmb
San Marcos Orthodontics,"5.0
(258)",,https://www.google.com/maps/place/San+Marcos+Orthodontics/data=!4m7!3m6!1s0x80dc755067dbf16b:0x9c29e0b9492e8680!8m2!3d33.1352819!4d-117.1827428!16s%2Fg%2F1vtqwd8f!19sChIJa_HbZ1B13IARgIYuSbngKZw?authuser=0&hl=en&rclk=1,"
+1 760-744-4444",http://sanmarcosorthodontics.com/
"PESH ORTHODONTICS, MURRIETA","4.9
(205)","
833 W San Marcos Blvd, San Marcos, CA 92078, United States","https://www.google.com/maps/place/PESH+ORTHODONTICS,+MURRIETA/data=!4m7!3m6!1s0x80dc824522d6af61:0x40cd258f16982994!8m2!3d33.566969!4d-117.206821!16s%2Fg%2F1tgyw_rv!19sChIJYa_WIkWC3IARlCmYFo8lzUA?authuser=0&hl=en&rclk=1","
+1 951-698-8200",https://peshorthodontics.com/Pesh-Orthodontics-Murrieta-CA/
Family Orthodontics & Oral Surgery,"5.0
(351)",,https://www.google.com/maps/place/Family+Orthodontics+%26+Oral+Surgery/data=!4m7!3m6!1s0x80dce08f0f4abb69:0x540ecf09470424e2!8m2!3d33.6678722!4d-117.8591785!16s%2Fg%2F1264nc2_9!19sChIJabtKD4_g3IAR4iQERwnPDlQ?authuser=0&hl=en&rclk=1,"
+1 949-640-0203",http://www.newportbeachorthodontics.com/
California Dental Care and Orthodontics,"5.0
(914)","
4700 Von Karman Ave #1000, Newport Beach, CA 92660, United States",https://www.google.com/maps/place/California+Dental+Care+and+Orthodontics/data=!4m7!3m6!1s0x80c3368c9b7c69ff:0x563a455bfc587b2b!8m2!3d34.1212653!4d-117.6027321!16s%2Fg%2F1tf1c0dq!19sChIJ_2l8m4w2w4ARK3tY_FtFOlY?authuser=0&hl=en&rclk=1,"
+1 909-265-4940",https://dentalcarecalifornia.com/
Studio City Orthodontist,"4.8
(1,216)","
6789 N Willow Ave #106, Fresno, CA 93710, United States",https://www.google.com/maps/place/Studio+City+Orthodontist/data=!4m7!3m6!1s0x80c2bdfa8a910913:0xff0b011e9237579a!8m2!3d34.1431042!4d-118.4032818!16s%2Fg%2F11b6p0xst7!19sChIJEwmRivq9woARmlc3kh4BC_8?authuser=0&hl=en&rclk=1,"
+1 559-439-0425",https://www.orthodontiststudiocity.com/
Buena Vista Orthodontics,"5.0
(371)","
203 E 3rd Ave, Escondido, CA 92025, United States",https://www.google.com/maps/place/Buena+Vista+Orthodontics/data=!4m7!3m6!1s0x80c2bfc495f8294f:0x690985d5f44786b6!8m2!3d34.1579342!4d-118.3299138!16s%2Fg%2F1tdbx05s!19sChIJTyn4lcS_woARtoZH9NWFCWk?authuser=0&hl=en&rclk=1,"
+1 760-743-2295",
Advanced Orthodontic Center,"5.0
(105)","
2625 W Alameda Ave #220, Burbank, CA 91505, United States",https://www.google.com/maps/place/Advanced+Orthodontic+Center/data=!4m7!3m6!1s0x80dceeba02298975:0x76d3520e59f0dfb0!8m2!3d33.5825784!4d-117.6605624!16s%2Fg%2F1tfkfwvx!19sChIJdYkpArru3IARsN_wWQ5S03Y?authuser=0&hl=en&rclk=1,"
+1 818-846-3774",https://advancedorthodonticcenter.com/
San Carlos Orthodontics,"4.9
(89)","
26902 Oso Pkwy STE 100, Mission Viejo, CA 92691, United States",https://www.google.com/maps/place/San+Carlos+Orthodontics/data=!4m7!3m6!1s0x808fa2178e448647:0xd55cec52e3765f6d!8m2!3d37.4997802!4d-122.2534449!16s%2Fg%2F1tdkb9f1!19sChIJR4ZEjheij4ARbV9241LsXNU?authuser=0&hl=en&rclk=1,"
+1 949-855-2060",http://www.sancarlosortho.com/
Pacific Coast Orthodontics,"5.0
(95)","
1100 Laurel St A, San Carlos, CA 94070, United States",https://www.google.com/maps/place/Pacific+Coast+Orthodontics/data=!4m7!3m6!1s0x808f8d346181ab29:0x80637bd326309b19!8m2!3d37.7721284!4d-121.9960342!16s%2Fg%2F1tftfk5j!19sChIJKauBYTSNj4ARGZswJtN7Y4A?authuser=0&hl=en&rclk=1,"
+1 650-620-9535",http://www.sancarlosortho.com/
San Ramon Orthodontics,"5.0
(73)","
1501 Bollinger Canyon Rd, San Ramon, CA 94583, United States",https://www.google.com/maps/place/San+Ramon+Orthodontics/data=!4m7!3m6!1s0x808ff3d17e3aea35:0x94045322d6a4d0f3!8m2!3d37.7757377!4d-121.9642639!16s%2Fg%2F1td0yq9t!19sChIJNeo6ftHzj4AR89Ck1iJTBJQ?authuser=0&hl=en&rclk=1,"
+1 925-838-0665",http://www.pacificcoastorthodontics.com/
Century City Smiles & Orthodontics,"5.0
(180)","
2305 Camino Ramon Suite 260, San Ramon, CA 94583, United States",https://www.google.com/maps/place/Century+City+Smiles+%26+Orthodontics/data=!4m7!3m6!1s0x80c2bb8b9204b275:0xf2beb362fca80270!8m2!3d34.0603768!4d-118.4206411!16s%2Fg%2F11dd_mhk4k!19sChIJdbIEkou7woARcAKo_GKzvvI?authuser=0&hl=en&rclk=1,"
+1 925-829-1100",https://www.sanramonortho.com/
Long Beach Orthodontics,"4.9
(364)","
We are on the second floor and have no elevator, 10231 Santa Monica Blvd Suite D, Los Angeles, CA 90067, United States",https://www.google.com/maps/place/Long+Beach+Orthodontics/data=!4m7!3m6!1s0x80dd2e0172c77561:0xf7477040fae5c679!8m2!3d33.8101217!4d-118.108778!16s%2Fg%2F1thxqyvn!19sChIJYXXHcgEu3YARecbl-kBwR_c?authuser=0&hl=en&rclk=1,"
+1 310-552-2724",http://www.centurycitysmiles.com/
Orthodontic Center of Orange County,"5.0
(167)","
6330 E Spring St, Long Beach, CA 90815, United States",https://www.google.com/maps/place/Orthodontic+Center+of+Orange+County/data=!4m7!3m6!1s0x80dcd98300c1f743:0x54261319804ae682!8m2!3d33.7590458!4d-117.839894!16s%2Fg%2F11b809dk1k!19sChIJQ_fBAIPZ3IARguZKgBkTJlQ?authuser=0&hl=en&rclk=1,"
+1 562-421-9439",http://lbosmiles.com/
North County Orthodontics,"4.8
(256)","
1920 17th St #120, Santa Ana, CA 92705, United States",https://www.google.com/maps/place/North+County+Orthodontics/data=!4m7!3m6!1s0x80ecc5f2b0c6a18d:0xfc8b8a01314865de!8m2!3d35.6260574!4d-120.6941936!16s%2Fg%2F11h3bjkvg8!19sChIJjaHGsPLF7IAR3mVIMQGKi_w?authuser=0&hl=en&rclk=1,"
+1 949-379-1516",http://www.orthocenteroc.com/
Orthodontics of El Segundo,"5.0
(109)","
1115 Vine St, Paso Robles, CA 93446, United States",https://www.google.com/maps/place/Orthodontics+of+El+Segundo/data=!4m7!3m6!1s0x80c2b14173eb95ef:0xed6d5b2d66a6a8ac!8m2!3d33.9191809!4d-118.4126427!16s%2Fg%2F11f381sx3x!19sChIJ75Xrc0GxwoARrKimZi1bbe0?authuser=0&hl=en&rclk=1,"
+1 805-238-2632",
Beach Cities Orthodontics,"4.9
(30)","
310 E Grand Ave #102, El Segundo, CA 90245, United States",https://www.google.com/maps/place/Beach+Cities+Orthodontics/data=!4m7!3m6!1s0x80dd4b1e66c1ea47:0x7e824781f9e4a979!8m2!3d33.8120914!4d-118.348706!16s%2Fg%2F1tdc0yvp!19sChIJR-rBZh5L3YAReank-YFHgn4?authuser=0&hl=en&rclk=1,"
+1 424-218-1156",https://beachcitiesorthodontics.com/
Orthodontics of West Covina,"4.9
(357)","
Skypark Medical Center, 23451 Madison St Building 7, Ste 130, Torrance, CA 90505, United States",https://www.google.com/maps/place/Orthodontics+of+West+Covina/data=!4m7!3m6!1s0x80c329c5d19d06ef:0x8ac53a85e366f7d9!8m2!3d34.0741887!4d-117.8815527!16s%2Fg%2F11p3k8bs9f!19sChIJ7wad0cUpw4AR2fdm44U6xYo?authuser=0&hl=en&rclk=1,"
+1 310-375-0001",https://beachcitiesorthodontics.com/
TK Orthodontics (Havens Selma),"4.9
(72)","
225 Barranca Ave Suite 125, West Covina, CA 91791, United States",https://www.google.com/maps/place/TK+Orthodontics+%28Havens+Selma%29/data=!4m7!3m6!1s0x8094f00c0fe562db:0x8e75033339397dfc!8m2!3d36.5838672!4d-119.6101338!16s%2Fg%2F1td6sgvf!19sChIJ22LlDwzwlIAR_H05OTMDdY4?authuser=0&hl=en&rclk=1,"
+1 626-507-6895",https://orthodontistwestcovina.com/
iSmile Orthodontics - San Ramon,"5.0
(182)","
3400 McCall Ave # 118, Selma, CA 93662, United States",https://www.google.com/maps/place/iSmile+Orthodontics+-+San+Ramon/data=!4m7!3m6!1s0x808ff30b90076eb1:0xcf0575c48e7336ae!8m2!3d37.7764115!4d-121.9789503!16s%2Fg%2F11y2mtbrtg!19sChIJsW4HkAvzj4ARrjZzjsR1Bc8?authuser=0&hl=en&rclk=1,"
+1 559-896-1795",https://www.tk-ortho.com/
Cardall Orthodontics,"5.0
(243)","
2355 San Ramon Valley Blvd STE 105, San Ramon, CA 94583, United States",https://www.google.com/maps/place/Cardall+Orthodontics/data=!4m7!3m6!1s0x80ea43201cc3992f:0x8a0ae783f4987eb9!8m2!3d35.373629!4d-119.1095795!16s%2Fg%2F11h2kbsq52!19sChIJL5nDHCBD6oARuX6Y9IPnCoo?authuser=0&hl=en&rclk=1,"
+1 925-452-7811",https://www.ismilesf.com/?utm_source=google&utm_medium=local&utm_campaign=gbp
Lyons Orthodontics,"5.0
(243)","
2355 San Ramon Valley Blvd STE 105, San Ramon, CA 94583, United States",https://www.google.com/maps/place/Lyons+Orthodontics/data=!4m7!3m6!1s0x809afab95c7997b3:0xcc049e97b95a5800!8m2!3d38.6514328!4d-121.063384!16s%2Fg%2F1tzzvrs1!19sChIJs5d5XLn6moARAFhauZeeBMw?authuser=0&hl=en&rclk=1,"
+1 925-452-7811",https://www.ismilesf.com/?utm_source=google&utm_medium=local&utm_campaign=gbp
Textbook Orthodontics,"5.0
(243)","
2355 San Ramon Valley Blvd STE 105, San Ramon, CA 94583, United States",https://www.google.com/maps/place/Textbook+Orthodontics/data=!4m7!3m6!1s0x80c291cd88969f4d:0x726797cc467157dc!8m2!3d34.2242459!4d-118.4484103!16s%2Fg%2F11stj4cpmr!19sChIJTZ-WiM2RwoAR3FdxRsyXZ3I?authuser=0&hl=en&rclk=1,"
+1 925-452-7811",https://www.ismilesf.com/?utm_source=google&utm_medium=local&utm_campaign=gbp
GO Orthodontics,"5.0
(187)","
8424 Van Nuys Blvd, Panorama City, CA 91402, United States",https://www.google.com/maps/place/GO+Orthodontics/data=!4m7!3m6!1s0x80c2c352c68a3c87:0x75afa3300dd5da76!8m2!3d34.1498985!4d-118.1135406!16s%2Fg%2F11g698d2tp!19sChIJhzyKxlLDwoARdtrVDTCjr3U?authuser=0&hl=en&rclk=1,"
+1 818-510-3440",https://textbookorthodontics.com/?utm_source=Google&utm_medium=GBP-LA
Orthodontics Only - Pasadena,"5.0
(187)","
8424 Van Nuys Blvd, Panorama City, CA 91402, United States",https://www.google.com/maps/place/Orthodontics+Only+-+Pasadena/data=!4m7!3m6!1s0x80c2c30c259e7199:0xbb2445a2bbe6e06e!8m2!3d34.1579131!4d-118.1514886!16s%2Fg%2F11h32_hxk0!19sChIJmXGeJQzDwoARbuDmu6JFJLs?authuser=0&hl=en&rclk=1,"
+1 818-510-3440",https://textbookorthodontics.com/?utm_source=Google&utm_medium=GBP-LA
Rowan Orthodontics; Dr. R. Chad Rowan,"4.8
(74)","
929 N Orange Grove Blvd, Pasadena, CA 91103, United States",https://www.google.com/maps/place/Rowan+Orthodontics;+Dr.+R.+Chad+Rowan/data=!4m7!3m6!1s0x80914167c5cda46d:0x8aae333fe6271c15!8m2!3d37.3246826!4d-120.4789499!16s%2Fg%2F1hhvv3j70!19sChIJbaTNxWdBkYARFRwn5j8zroo?authuser=0&hl=en&rclk=1,"
+1 213-855-2061",https://orthodonticsonly.com/?utm_source=google&utm_medium=gbp&utm_campaign=oo_pasadena
California Dentistry & Braces,"4.8
(74)","
929 N Orange Grove Blvd, Pasadena, CA 91103, United States",https://www.google.com/maps/place/California+Dentistry+%26+Braces/data=!4m7!3m6!1s0x80dccd37899c6b2b:0xd804192a4a3c1b67!8m2!3d33.9842283!4d-117.7142629!16s%2Fg%2F1hc458029!19sChIJK2uciTfN3IARZxs8SioZBNg?authuser=0&hl=en&rclk=1,"
+1 213-855-2061",https://orthodonticsonly.com/?utm_source=google&utm_medium=gbp&utm_campaign=oo_pasadena
Windsor Orthodontics,"4.8
(74)","
929 N Orange Grove Blvd, Pasadena, CA 91103, United States",https://www.google.com/maps/place/Windsor+Orthodontics/data=!4m7!3m6!1s0x80843e08ed3d9179:0x9e590b33cd66a83b!8m2!3d38.5426186!4d-122.798279!16s%2Fg%2F1td6sg10!19sChIJeZE97Qg-hIARO6hmzTMLWZ4?authuser=0&hl=en&rclk=1,"
+1 213-855-2061",https://orthodonticsonly.com/?utm_source=google&utm_medium=gbp&utm_campaign=oo_pasadena
Perfect Smiles Orthodontics,"5.0
(25)","
8260 Old Redwood Hwy, Windsor, CA 95492, United States",https://www.google.com/maps/place/Perfect+Smiles+Orthodontics/data=!4m7!3m6!1s0x80dcd74e6b55baf9:0xcd8874783f056110!8m2!3d33.8100496!4d-117.838079!16s%2Fg%2F1hg4_8tkz!19sChIJ-bpVa07X3IAREGEFP3h0iM0?authuser=0&hl=en&rclk=1,"
+1 707-838-8886",http://windsor-orthodontics.com/
Pacific Family Orthodontics,"5.0
(176)","
1501 E Katella Ave, Orange, CA 92867, United States",https://www.google.com/maps/place/Pacific+Family+Orthodontics/data=!4m7!3m6!1s0x80900d11552ffcf9:0x318761be3b07b6be!8m2!3d37.9981507!4d-121.3241192!16s%2Fg%2F11jk158fcz!19sChIJ-fwvVRENkIARvrYHO75hhzE?authuser=0&hl=en&rclk=1,"
+1 714-771-2270",http://www.perfectsmilesforyou.com/
Orthodontics of Long Beach,"5.0
(131)","
1350 W Robinhood Dr #20, Stockton, CA 95207, United States",https://www.google.com/maps/place/Orthodontics+of+Long+Beach/data=!4m7!3m6!1s0x80dd313e4a9fb2c5:0x5a088255b738483c!8m2!3d33.7732439!4d-118.1520416!16s%2Fg%2F11sqklt7qy!19sChIJxbKfSj4x3YARPEg4t1WCCFo?authuser=0&hl=en&rclk=1,"
+1 209-477-6700",https://pacificfamilyortho.com/
Mavericks Orthodontic Associates,"5.0
(49)","
530 Redondo Ave, Long Beach, CA 90814, United States",https://www.google.com/maps/place/Mavericks+Orthodontic+Associates/data=!4m7!3m6!1s0x809442a158e46bcb:0x4b4900df998177fe!8m2!3d36.851647!4d-119.783283!16s%2Fg%2F1hbpwrvg7!19sChIJy2vkWKFClIAR_neBmd8ASUs?authuser=0&hl=en&rclk=1,"
+1 562-512-6530",http://orthodontistoflongbeach.com/
DiCiccio Freeman Orthodontics,"5.0
(49)","
530 Redondo Ave, Long Beach, CA 90814, United States",https://www.google.com/maps/place/DiCiccio+Freeman+Orthodontics/data=!4m7!3m6!1s0x809442ac8b9a07a1:0x62de9a66ea2bee91!8m2!3d36.8385725!4d-119.7819872!16s%2Fg%2F1tj21stb!19sChIJoQeai6xClIARke4r6maa3mI?authuser=0&hl=en&rclk=1,"
+1 562-512-6530",http://orthodontistoflongbeach.com/
Orange County Orthodontics,"5.0
(646)","
7055 N Fresno St #302, Fresno, CA 93720, United States",https://www.google.com/maps/place/Orange+County+Orthodontics/data=!4m7!3m6!1s0x80dcef53d2080f5d:0x1d89afefc7aa6879!8m2!3d33.562477!4d-117.657188!16s%2Fg%2F11tsdqy0mr!19sChIJXQ8I0lPv3IAReWiqx--viR0?authuser=0&hl=en&rclk=1,"
+1 559-325-3300",https://dfortho.com/locations/fresno-orthodontist/?utm_source=GBP&utm_medium=organic&utm_campaign=fresno
Vivian Lee Orthodontics,"5.0
(646)","
7055 N Fresno St #302, Fresno, CA 93720, United States",https://www.google.com/maps/place/Vivian+Lee+Orthodontics/data=!4m7!3m6!1s0x80c2dbb0766bec31:0x4a37db8f59e433cf!8m2!3d34.1358206!4d-118.0422867!16s%2Fg%2F1tf7gyrf!19sChIJMexrdrDbwoARzzPkWY_bN0o?authuser=0&hl=en&rclk=1,"
+1 559-325-3300",https://dfortho.com/locations/fresno-orthodontist/?utm_source=GBP&utm_medium=organic&utm_campaign=fresno
Orange Coast Orthodontics,"4.9
(204)","
289 W Huntington Dr #302, Arcadia, CA 91007, United States",https://www.google.com/maps/place/Orange+Coast+Orthodontics/data=!4m7!3m6!1s0x80dce8ec703818a7:0x20dc2fd630cdb59e!8m2!3d33.6081992!4d-117.6998931!16s%2Fg%2F1tcxpzqt!19sChIJpxg4cOzo3IARnrXNMNYv3CA?authuser=0&hl=en&rclk=1,"
+1 626-821-9364",http://www.vivianleeortho.com/
DiCiccio Freeman Orthodontics,"4.8
(92)","
24422 Avenida De La Carlota Suite 120A, Laguna Hills, CA 92653, United States",https://www.google.com/maps/place/DiCiccio+Freeman+Orthodontics/data=!4m7!3m6!1s0x80945b6daff756ff:0xef9b83ffeed09d2f!8m2!3d36.8378876!4d-119.6768434!16s%2Fg%2F1w4f8bw4!19sChIJ_1b3r21blIARL53Q7v-Dm-8?authuser=0&hl=en&rclk=1,"
+1 949-860-1231",https://www.orangecoastortho.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website
Lakewood Orthodontics,"5.0
(636)","
2127 Herndon Ave #101, Clovis, CA 93611, United States",https://www.google.com/maps/place/Lakewood+Orthodontics/data=!4m7!3m6!1s0x80dd32f1494ae0b7:0xaa6ca0816e9df181!8m2!3d33.852232!4d-118.1430284!16s%2Fg%2F1tfp_480!19sChIJt-BKSfEy3YARgfGdboGgbKo?authuser=0&hl=en&rclk=1,"
+1 559-325-3300",https://dfortho.com/locations/clovis-orthodontist/?utm_source=GBP&utm_medium=organic&utm_campaign=clovis
Rowan Orthodontics; Dr. R. Chad Rowan,"5.0
(636)","
2127 Herndon Ave #101, Clovis, CA 93611, United States",https://www.google.com/maps/place/Rowan+Orthodontics;+Dr.+R.+Chad+Rowan/data=!4m7!3m6!1s0x80914167c5cda46d:0x8aae333fe6271c15!8m2!3d37.3246826!4d-120.4789499!16s%2Fg%2F1hhvv3j70!19sChIJbaTNxWdBkYARFRwn5j8zroo?authuser=0&hl=en&rclk=1,"
+1 559-325-3300",https://dfortho.com/locations/clovis-orthodontist/?utm_source=GBP&utm_medium=organic&utm_campaign=clovis
Care Orthodontics,"5.0
(1,085)","
3351 M St STE 115, Merced, CA 95348, United States",https://www.google.com/maps/place/Care+Orthodontics/data=!4m7!3m6!1s0x808e331d4997dbef:0x7e333ad98b97654!8m2!3d37.3035367!4d-121.8595647!16s%2Fg%2F1thbwx54!19sChIJ79uXSR0zjoARVHa5mK0z4wc?authuser=0&hl=en&rclk=1,"
+1 209-723-6709",https://www.mercedbraces.com/
Perfect Smiles Orthodontics,"4.9
(693)","
88 Tully Rd STE 113, San Jose, CA 95111, United States",https://www.google.com/maps/place/Perfect+Smiles+Orthodontics/data=!4m7!3m6!1s0x80dcd74e6b55baf9:0xcd8874783f056110!8m2!3d33.8100496!4d-117.838079!16s%2Fg%2F1hg4_8tkz!19sChIJ-bpVa07X3IAREGEFP3h0iM0?authuser=0&hl=en&rclk=1,"
+1 408-971-2885",https://www.careorthodontics.com/
Orthodontics of Carson,"4.9
(693)","
88 Tully Rd STE 113, San Jose, CA 95111, United States",https://www.google.com/maps/place/Orthodontics+of+Carson/data=!4m7!3m6!1s0x80dd35453633d12b:0x48369c882389ec24!8m2!3d33.8320527!4d-118.2785624!16s%2Fg%2F11p3kcrmgt!19sChIJK9EzNkU13YARJOyJI4icNkg?authuser=0&hl=en&rclk=1,"
+1 408-971-2885",https://www.careorthodontics.com/
Mavericks Orthodontic Associates,"4.8
(69)","
101 W Carson St, Carson, CA 90745, United States",https://www.google.com/maps/place/Mavericks+Orthodontic+Associates/data=!4m7!3m6!1s0x809442a158e46bcb:0x4b4900df998177fe!8m2!3d36.851647!4d-119.783283!16s%2Fg%2F1hbpwrvg7!19sChIJy2vkWKFClIAR_neBmd8ASUs?authuser=0&hl=en&rclk=1,"
+1 424-391-8941",https://orthodontistcarson.com/
Orange County Orthodontics,"5.0
(164)","
7770 N Fresno St STE 101, Fresno, CA 93720, United States",https://www.google.com/maps/place/Orange+County+Orthodontics/data=!4m7!3m6!1s0x80dcef53d2080f5d:0x1d89afefc7aa6879!8m2!3d33.562477!4d-117.657188!16s%2Fg%2F11tsdqy0mr!19sChIJXQ8I0lPv3IAReWiqx--viR0?authuser=0&hl=en&rclk=1,"
+1 559-432-7777",https://mavericksorthodontics.com/
Vivian Lee Orthodontics,"5.0
(88)","
27620 Marguerite Pkwy # D, Mission Viejo, CA 92692, United States",https://www.google.com/maps/place/Vivian+Lee+Orthodontics/data=!4m7!3m6!1s0x80c2dbb0766bec31:0x4a37db8f59e433cf!8m2!3d34.1358206!4d-118.0422867!16s%2Fg%2F1tf7gyrf!19sChIJMexrdrDbwoARzzPkWY_bN0o?authuser=0&hl=en&rclk=1,"
+1 949-364-6633",https://myocortho.com/
Orange Coast Orthodontics,"5.0
(88)","
27620 Marguerite Pkwy # D, Mission Viejo, CA 92692, United States",https://www.google.com/maps/place/Orange+Coast+Orthodontics/data=!4m7!3m6!1s0x80dce8ec703818a7:0x20dc2fd630cdb59e!8m2!3d33.6081992!4d-117.6998931!16s%2Fg%2F1tcxpzqt!19sChIJpxg4cOzo3IARnrXNMNYv3CA?authuser=0&hl=en&rclk=1,"
+1 949-364-6633",https://myocortho.com/
DiCiccio Freeman Orthodontics,"4.8
(92)","
24422 Avenida De La Carlota Suite 120A, Laguna Hills, CA 92653, United States",https://www.google.com/maps/place/DiCiccio+Freeman+Orthodontics/data=!4m7!3m6!1s0x80945b6daff756ff:0xef9b83ffeed09d2f!8m2!3d36.8378876!4d-119.6768434!16s%2Fg%2F1w4f8bw4!19sChIJ_1b3r21blIARL53Q7v-Dm-8?authuser=0&hl=en&rclk=1,"
+1 949-860-1231",https://www.orangecoastortho.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website
Lakewood Orthodontics,"5.0
(636)","
2127 Herndon Ave #101, Clovis, CA 93611, United States",https://www.google.com/maps/place/Lakewood+Orthodontics/data=!4m7!3m6!1s0x80dd32f1494ae0b7:0xaa6ca0816e9df181!8m2!3d33.852232!4d-118.1430284!16s%2Fg%2F1tfp_480!19sChIJt-BKSfEy3YARgfGdboGgbKo?authuser=0&hl=en&rclk=1,"
+1 559-325-3300",https://dfortho.com/locations/clovis-orthodontist/?utm_source=GBP&utm_medium=organic&utm_campaign=clovis
