Title,Rating,Address,Directions,Contact,Web Link
The Law Offices of James L. Arrasmith,"4.9
(324)","
1875 Century Park E #1500, Los Angeles, CA 90067, United States",https://www.google.com/maps/place/The+Law+Offices+of+James+L.+Arrasmith/data=!4m7!3m6!1s0x809add3618532a0d:0x6637087418e101b7!8m2!3d38.5635637!4d-121.3338282!16s%2Fg%2F11rv3y8vm9!19sChIJDSpTGDbdmoARtwHhGHQIN2Y?authuser=0&hl=en&rclk=1,"
+1 866-320-3539",https://www.jlegal.org/contact-us/
San Jose Lemon Law Experts - Expertos en Ley Limón,"4.8
(159)","
9719 Lincoln Village Dr #506, Sacramento, CA 95827, United States",https://www.google.com/maps/place/San+Jose+Lemon+Law+Experts+-+Expertos+en+Ley+Lim%C3%B3n/data=!4m7!3m6!1s0x808fcdf3355d1151:0x2597fd1b26601604!8m2!3d37.3373595!4d-121.8918273!16s%2Fg%2F11q58dhshw!19sChIJURFdNfPNj4ARBBZgJhv9lyU?authuser=0&hl=en&rclk=1,"
+1 916-704-3009",https://lemonlawexperts.com/?utm_source=GMB&utm_medium=LOCAL&utm_campaign=SJ
The Caine Law Firm,"4.9
(33)","
5670 Wilshire Blvd Suite #1855, Los Angeles, CA 90036, United States",https://www.google.com/maps/place/The+Caine+Law+Firm/data=!4m7!3m6!1s0x809460978dc1bf73:0xbafa90abd7fee1ff!8m2!3d36.760661!4d-119.7992632!16s%2Fg%2F1tg_9r14!19sChIJc7_BjZdglIAR_-H-16uQ-ro?authuser=0&hl=en&rclk=1,"
+1 424-254-5611",
Kann California Law Group,"4.9
(131)","
1365 N Van Ness Ave, Fresno, CA 93728, United States",https://www.google.com/maps/place/Kann+California+Law+Group/data=!4m7!3m6!1s0x80c27e38544a5cb9:0x1612526c07707a86!8m2!3d34.443091!4d-118.611874!16s%2Fg%2F1td7h_77!19sChIJuVxKVDh-woARhnpwB2xSEhY?authuser=0&hl=en&rclk=1,"
+1 559-266-4529",http://www.kannlawoffice.com/
"California Law Associates, Inc","5.0
(18)","
27240 Turnberry Ln #200, Valencia, CA 91355, United States","https://www.google.com/maps/place/California+Law+Associates,+Inc/data=!4m7!3m6!1s0x80dcd9b0d6a95a4b:0x43cb8ec5092e794!8m2!3d33.7645884!4d-117.8689391!16s%2Fg%2F1tdzlw5h!19sChIJS1qp1rDZ3IARlOeSUOy4PAQ?authuser=0&hl=en&rclk=1","
+1 661-450-9678",http://californialawassociates.com/
Sacramento Lemon Law Experts - Expertos en Ley Limón,"4.7
(14)","
2107 N Broadway STE 201, Santa Ana, CA 92706, United States",https://www.google.com/maps/place/Sacramento+Lemon+Law+Experts+-+Expertos+en+Ley+Lim%C3%B3n/data=!4m7!3m6!1s0x809ad108d9a52d43:0x7aa2bc54e542924d!8m2!3d38.5819629!4d-121.5004546!16s%2Fg%2F11txmbw374!19sChIJQy2l2QjRmoARTZJC5VS8ono?authuser=0&hl=en&rclk=1,"
+1 657-487-3284",
The Bains Law Offices,"4.9
(93)","
428 J St Suite 225, Sacramento, CA 95814, United States",https://www.google.com/maps/place/The+Bains+Law+Offices/data=!4m7!3m6!1s0x80946712f1ccd769:0x4c9e6716f381392a!8m2!3d36.8092111!4d-119.8020284!16s%2Fg%2F11j964k7d6!19sChIJadfM8RJnlIARKjmB8xZnnkw?authuser=0&hl=en&rclk=1,"
+1 279-465-0801",https://lemonlawexperts.com/
Law Offices of Albert Garcia,"4.6
(168)","
516 W Shaw Ave #200, Fresno, CA 93704, United States",https://www.google.com/maps/place/Law+Offices+of+Albert+Garcia/data=!4m7!3m6!1s0x80952f653c37a275:0x2508a0ec27e9740b!8m2!3d36.3296251!4d-119.2913476!16s%2Fg%2F1tk1z8w9!19sChIJdaI3PGUvlYARC3TpJ-ygCCU?authuser=0&hl=en&rclk=1,"
+1 559-282-8924",https://www.bainslawoffices.com/
"Perez, Williams, Medina & Rodriguez LLP","4.5
(152)","
115 S Church St, Visalia, CA 93291, United States","https://www.google.com/maps/place/Perez,+Williams,+Medina+%26+Rodriguez+LLP/data=!4m7!3m6!1s0x809460a672966851:0xcbd437f87a7e4409!8m2!3d36.7434455!4d-119.7939745!16s%2Fg%2F1hc0sg82v!19sChIJUWiWcqZglIARCUR-evg31Ms?authuser=0&hl=en&rclk=1","
+1 559-636-8558",
Manuelian Law Firm,"4.8
(242)","
1432 E Divisadero St, Fresno, CA 93721, United States",https://www.google.com/maps/place/Manuelian+Law+Firm/data=!4m7!3m6!1s0x80c2c7b4a7b84ed5:0xd8f90c6f43a98ada!8m2!3d34.0511058!4d-118.2543932!16s%2Fg%2F1tgvdxcx!19sChIJ1U64p7THwoAR2oqpQ28M-dg?authuser=0&hl=en&rclk=1,"
+1 559-445-0123",http://www.pwmrlaw.com/
Law Offices of David A. Simon,"5.0
(61)","
633 W 5th St Ste 5710, Los Angeles, CA 90071, United States",https://www.google.com/maps/place/Law+Offices+of+David+A.+Simon/data=!4m7!3m6!1s0x80d954a71d6520fd:0x188ca718b0d16534!8m2!3d32.8925852!4d-117.1942001!16s%2Fg%2F11b6x972wq!19sChIJ_SBlHadU2YARNGXRsBinjBg?authuser=0&hl=en&rclk=1,"
+1 213-248-6784",https://manuelianlawfirm.com/
"KN Law Firm, APLC","5.0
(100)","
5755 Oberlin Dr #301, San Diego, CA 92121, United States","https://www.google.com/maps/place/KN+Law+Firm,+APLC/data=!4m7!3m6!1s0x80c291b8f4bb66d5:0xc16f88c3b1da385b!8m2!3d34.1531961!4d-118.2575526!16s%2Fg%2F11qqcl_nfn!19sChIJ1Wa79LiRwoARWzjascOIb8E?authuser=0&hl=en&rclk=1","
+1 619-356-8260",http://www.davidsimonattorney.com/
Law Offices of Alice A. Salvo,"5.0
(32)","
500 N Central Ave #650, Glendale, CA 91203, United States",https://www.google.com/maps/place/Law+Offices+of+Alice+A.+Salvo/data=!4m7!3m6!1s0x80c2994a76879669:0xeba144b87db246ce!8m2!3d34.1688761!4d-118.5758966!16s%2Fg%2F1wh4g366!19sChIJaZaHdkqZwoARzkayfbhEoes?authuser=0&hl=en&rclk=1,"
+1 888-950-0011",
Lemon Law Attorney - California,"4.7
(60)","
20350 Ventura Blvd #110, Woodland Hills, CA 91364, United States",https://www.google.com/maps/place/Lemon+Law+Attorney+-+California/data=!4m7!3m6!1s0x80dd2ff727a9e3bf:0x5dc15b8ef56c00f4!8m2!3d33.7426803!4d-118.103277!16s%2Fg%2F11k13fcr06!19sChIJv-OpJ_cv3YAR9ABs9Y5bwV0?authuser=0&hl=en&rclk=1,"
+1 818-676-9572",https://www.salvolaw.com/
The Cifarelli Law Firm,"5.0
(12)","
909 Electric Ave Suite 207, Seal Beach, CA 90740, United States",https://www.google.com/maps/place/The+Cifarelli+Law+Firm/data=!4m7!3m6!1s0x80dcdd59a2d286bb:0xe9f00820aafb5787!8m2!3d33.6581184!4d-117.7512454!16s%2Fg%2F1tfbys25!19sChIJu4bSolnd3IARh1f7qiAI8Ok?authuser=0&hl=en&rclk=1,"
+1 562-493-0289",https://sealbeachlemonlawlawyer.com/
Maison Law Accident and Injury Lawyers,"5.0
(12)","
909 Electric Ave Suite 207, Seal Beach, CA 90740, United States",https://www.google.com/maps/place/Maison+Law+Accident+and+Injury+Lawyers/data=!4m7!3m6!1s0x8094693a88791fbb:0xd5658ecf5a02dfa3!8m2!3d36.89681!4d-119.793828!16s%2Fg%2F11n19rlnm5!19sChIJux95iDpplIARo98CWs-OZdU?authuser=0&hl=en&rclk=1,"
+1 562-493-0289",https://sealbeachlemonlawlawyer.com/
California Property Law Group,"4.9
(25)","
10174 CA-41, Madera, CA 93636, United States",https://www.google.com/maps/place/California+Property+Law+Group/data=!4m7!3m6!1s0x80c2b9e77465fae7:0xf597b4d280f0dfc6!8m2!3d34.0580856!4d-118.3452975!16s%2Fg%2F11khmbmpsf!19sChIJ5_pldOe5woARxt_wgNK0l_U?authuser=0&hl=en&rclk=1,"
+1 866-383-8922",https://maisonlaw.com/Madera/
California Business Lawyer & Corporate Lawyer,"4.9
(25)","
10174 CA-41, Madera, CA 93636, United States",https://www.google.com/maps/place/California+Business+Lawyer+%26+Corporate+Lawyer/data=!4m7!3m6!1s0x80dcd78fff9f0b01:0x9c85052860d2d13b!8m2!3d33.7956706!4d-117.8898343!16s%2Fg%2F1tyyxdsg!19sChIJAQuf_4_X3IARO9HSYCgFhZw?authuser=0&hl=en&rclk=1,"
+1 866-383-8922",https://maisonlaw.com/Madera/
Manshoory Law Group,"4.6
(21)","
500 N State College Blvd, Orange, CA 92868, United States",https://www.google.com/maps/place/Manshoory+Law+Group/data=!4m7!3m6!1s0x80c2c7b0221a05e5:0xc58155fd41fdee83!8m2!3d34.048275!4d-118.2569846!16s%2Fg%2F11b8t5h6jj!19sChIJ5QUaIrDHwoARg-79Qf1VgcU?authuser=0&hl=en&rclk=1,"
+1 714-707-3050",https://california-business-lawyer-corporate-lawyer.com/
Law Office of Kevin G. Little,"4.6
(21)","
500 N State College Blvd, Orange, CA 92868, United States",https://www.google.com/maps/place/Law+Office+of+Kevin+G.+Little/data=!4m7!3m6!1s0x809460a4e0f527c5:0x2f73845a4ee006e1!8m2!3d36.7438486!4d-119.7961595!16s%2Fg%2F1hdz8pw8v!19sChIJxSf14KRglIAR4QbgTlqEcy8?authuser=0&hl=en&rclk=1,"
+1 714-707-3050",https://california-business-lawyer-corporate-lawyer.com/
Beverly Law Office,"4.6
(57)","
1225 E Divisadero St, Fresno, CA 93721, United States",https://www.google.com/maps/place/Beverly+Law+Office/data=!4m7!3m6!1s0x80c2b8e704a51c93:0x8ff2e1cb54878b25!8m2!3d34.0625543!4d-118.3381539!16s%2Fg%2F11by_y6jh4!19sChIJkxylBOe4woARJYuHVMvh8o8?authuser=0&hl=en&rclk=1,"
+1 559-342-5800",http://kevinglittle.com/
ZA Lawyers,"4.6
(57)","
1225 E Divisadero St, Fresno, CA 93721, United States",https://www.google.com/maps/place/ZA+Lawyers/data=!4m7!3m6!1s0x80c29799fd4308e1:0x125edf0d256e1805!8m2!3d34.1573662!4d-118.411792!16s%2Fg%2F11rny8x81j!19sChIJ4QhD_ZmXwoARBRhuJQ3fXhI?authuser=0&hl=en&rclk=1,"
+1 559-342-5800",http://kevinglittle.com/
California Immigration Law Center,"4.7
(172)","
12800 Riverside Dr 2nd Floor, Valley Village, CA 91607, United States",https://www.google.com/maps/place/California+Immigration+Law+Center/data=!4m7!3m6!1s0x80c2c05384511deb:0x4b08a315605cc138!8m2!3d34.1519634!4d-118.2554946!16s%2Fg%2F11c60hprcv!19sChIJ6x1RhFPAwoAROMFcYBWjCEs?authuser=0&hl=en&rclk=1,"
+1 818-208-4613",http://www.zalawyers.com/
"Schoenberg Family Law Group, P.C. - Divorce Attorneys","4.7
(172)","
12800 Riverside Dr 2nd Floor, Valley Village, CA 91607, United States","https://www.google.com/maps/place/Schoenberg+Family+Law+Group,+P.C.+-+Divorce+Attorneys/data=!4m7!3m6!1s0x80858089e656a655:0x4743dce332fcb47b!8m2!3d37.7940487!4d-122.3973037!16s%2Fg%2F1pyc_ypt1!19sChIJVaZW5omAhYARe7T8MuPcQ0c?authuser=0&hl=en&rclk=1","
+1 818-208-4613",http://www.zalawyers.com/
Miranda Rights Law Firm,"4.9
(55)","
50 California St 21st floor, San Francisco, CA 94111, United States",https://www.google.com/maps/place/Miranda+Rights+Law+Firm/data=!4m7!3m6!1s0x80c2c7b26b33276d:0x3fd1516eb6e751b!8m2!3d34.053336!4d-118.257044!16s%2Fg%2F1pt_psznq!19sChIJbScza7LHwoARG3Vu6xYV_QM?authuser=0&hl=en&rclk=1,"
+1 415-834-1120",https://www.sflg.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing
Marshall Law Firm,"4.8
(128)","
445 S Figueroa St #2980, Los Angeles, CA 90071, United States",https://www.google.com/maps/place/Marshall+Law+Firm/data=!4m7!3m6!1s0x80856199fe2fffff:0x6f5d086754415541!8m2!3d37.9087298!4d-122.0665552!16s%2Fg%2F11d_78m007!19sChIJ__8v_plhhYARQVVBVGcIXW8?authuser=0&hl=en&rclk=1,"
+1 213-293-1207",https://www.mirandarightslawfirm.com/
Angius & Terry LLP,"5.0
(11)","
2121 N California Blvd, Walnut Creek, CA 94596, United States",https://www.google.com/maps/place/Angius+%26+Terry+LLP/data=!4m7!3m6!1s0x8085619720a53e57:0x3bd90d9c73eba11a!8m2!3d37.9066541!4d-122.0659573!16s%2Fg%2F1wk7r241!19sChIJVz6lIJdhhYARGqHrc5wN2Ts?authuser=0&hl=en&rclk=1,"
+1 925-575-7105",http://www.marshall-law-firm.com/
"California Workers' Compensation Lawyers, APC","4.6
(19)","
1990 N California Blvd #800, Walnut Creek, CA 94596, United States","https://www.google.com/maps/place/California+Workers%27+Compensation+Lawyers,+APC/data=!4m7!3m6!1s0x80c2d7863b595555:0x720fa23a785632f8!8m2!3d34.0730423!4d-117.8807308!16s%2Fg%2F11f5dg02pr!19sChIJVVVZO4bXwoAR-DJWeDqiD3I?authuser=0&hl=en&rclk=1","
+1 925-939-9933",http://www.angius-terry.com/
California Lemon Law Center,"4.6
(19)","
1990 N California Blvd #800, Walnut Creek, CA 94596, United States",https://www.google.com/maps/place/California+Lemon+Law+Center/data=!4m7!3m6!1s0x80c2c1073421d0c9:0xe3ddbfe46473a12e!8m2!3d34.159849!4d-118.2657467!16s%2Fg%2F1tjy1s37!19sChIJydAhNAfBwoARLqFzZOS_3eM?authuser=0&hl=en&rclk=1,"
+1 925-939-9933",http://www.angius-terry.com/
Astanehe Law,"4.8
(17)","
535 W Glenoaks Blvd, Glendale, CA 91202, United States",https://www.google.com/maps/place/Astanehe+Law/data=!4m7!3m6!1s0x808581f513af52c5:0xf71075931b8d9584!8m2!3d37.7939234!4d-122.3974042!16s%2Fg%2F11fm38x4s5!19sChIJxVKvE_WBhYARhJWNG5N1EPc?authuser=0&hl=en&rclk=1,"
+1 888-536-6698",https://californialemonlawcenter.com/
CA Lemon Law Firm,"4.9
(37)","
50 California St 15th Floor, San Francisco, CA 94105, United States",https://www.google.com/maps/place/CA+Lemon+Law+Firm/data=!4m7!3m6!1s0x80c2c1c6ebcdcf1d:0xabf9c60e2ca3843b!8m2!3d34.1533812!4d-118.254635!16s%2Fg%2F11c6cdmpm8!19sChIJHc_N68bBwoARO4SjLA7G-as?authuser=0&hl=en&rclk=1,"
+1 415-226-7170",https://astanehelaw.com/
"Bickel Sannipoli APC, A Lemon Law Firm of California","4.9
(37)","
50 California St 15th Floor, San Francisco, CA 94105, United States","https://www.google.com/maps/place/Bickel+Sannipoli+APC,+A+Lemon+Law+Firm+of+California/data=!4m7!3m6!1s0x80c2bb7e04fefc33:0xadc1ddf92f5ec047!8m2!3d34.0580574!4d-118.4449566!16s%2Fg%2F11bws8g7y3!19sChIJM_z-BH67woARR8BeL_ndwa0?authuser=0&hl=en&rclk=1","
+1 415-226-7170",https://astanehelaw.com/
California Work Injury Law Center,"5.0
(14)","
10940 Wilshire Blvd # 1600, Los Angeles, CA 90024, United States",https://www.google.com/maps/place/California+Work+Injury+Law+Center/data=!4m7!3m6!1s0x80dcd9f149bd51a7:0x36e667d4ba445b90!8m2!3d33.7586009!4d-117.8325166!16s%2Fg%2F11ns5hh2b0!19sChIJp1G9SfHZ3IARkFtEutRn5jY?authuser=0&hl=en&rclk=1,"
+1 310-734-4099",http://www.bickellawfirm.com/?utm_source=GMBlisting&utm_medium=organic
California Criminal Lawyer Group,"4.7
(62)","
1551 N Tustin Ave #560, Santa Ana, CA 92705, United States",https://www.google.com/maps/place/California+Criminal+Lawyer+Group/data=!4m7!3m6!1s0x80dcd762f23704f7:0x5c9161d3a96ecee5!8m2!3d33.8290748!4d-117.9181711!16s%2Fg%2F11sfrlsd9w!19sChIJ9wQ38mLX3IAR5c5uqdNhkVw?authuser=0&hl=en&rclk=1,"
+1 949-767-4423",https://cwilc.com/
Bibiyan Law Group,"5.0
(1)","
515 S Harbor Blvd Suite #M, Anaheim, CA 92805, United States",https://www.google.com/maps/place/Bibiyan+Law+Group/data=!4m7!3m6!1s0x80c2b9400e0477bb:0x391019fb73e9ea99!8m2!3d34.0543981!4d-118.4405426!16s%2Fg%2F11jl1bf7zw!19sChIJu3cEDkC5woARmerpc_sZEDk?authuser=0&hl=en&rclk=1,"
+1 714-766-0965",https://www.occrimedefense.com/
California Injury PLC,"4.6
(111)","
1460 Westwood Blvd Suite 100, Los Angeles, CA 90024, United States",https://www.google.com/maps/place/California+Injury+PLC/data=!4m7!3m6!1s0x80c2978c2ac1100d:0x3d59984be671872f!8m2!3d34.1775417!4d-118.4655644!16s%2Fg%2F11r_yjrxrz!19sChIJDRDBKoyXwoARL4dx5kuYWT0?authuser=0&hl=en&rclk=1,"
+1 310-438-5555",https://www.tomorrowlaw.com/?utm_source=Google&utm_medium=Organic&utm_campaign=gmb
California Criminal Lawyer Group,"4.7
(26)","
5900 Sepulveda Blvd Suite 330, Sherman Oaks, CA 91411, United States",https://www.google.com/maps/place/California+Criminal+Lawyer+Group/data=!4m7!3m6!1s0x808fcd656a052c3b:0x91173dfde5e5095c!8m2!3d37.3384236!4d-121.8945428!16s%2Fg%2F11rsf_75jl!19sChIJOywFamXNj4ARXAnl5f09F5E?authuser=0&hl=en&rclk=1,"
+1 888-999-0828",https://californiainjury.com/
Proper Defense Law Corporation,"5.0
(3)","
111 N Market St Suite #380, San Jose, CA 95113, United States",https://www.google.com/maps/place/Proper+Defense+Law+Corporation/data=!4m7!3m6!1s0x80945e20312fffef:0xf8eb99baebefdb6b!8m2!3d36.8363911!4d-119.804687!16s%2Fg%2F11f5d98pln!19sChIJ7_8vMSBelIARa9vv67qZ6_g?authuser=0&hl=en&rclk=1,"
+1 408-622-0204",https://www.thesanjosecriminalattorney.com/
Los Angeles Criminal Attorney,"5.0
(3)","
111 N Market St Suite #380, San Jose, CA 95113, United States",https://www.google.com/maps/place/Los+Angeles+Criminal+Attorney/data=!4m7!3m6!1s0x80c2b8c81b4e3a89:0xcdf85e85e5f9ab60!8m2!3d34.079478!4d-118.323231!16s%2Fg%2F11bw7bvpt0!19sChIJiTpOG8i4woARYKv55YVe-M0?authuser=0&hl=en&rclk=1,"
+1 408-622-0204",https://www.thesanjosecriminalattorney.com/
California business Lawyer & Corporate Lawyer,"5.0
(3)","
111 N Market St Suite #380, San Jose, CA 95113, United States",https://www.google.com/maps/place/California+business+Lawyer+%26+Corporate+Lawyer/data=!4m7!3m6!1s0x80c2c7a1123ad28d:0xea62e237727e45c9!8m2!3d34.0530508!4d-118.2523882!16s%2Fg%2F11rkc5bv45!19sChIJjdI6EqHHwoARyUV-cjfiYuo?authuser=0&hl=en&rclk=1,"
+1 408-622-0204",https://www.thesanjosecriminalattorney.com/
Lemon Larry,"5.0
(2)","
355 S Grand Ave #2450, Los Angeles, CA 90071, United States",https://www.google.com/maps/place/Lemon+Larry/data=!4m7!3m6!1s0x80c2b52dae85e649:0x3f93151cfa9eaa09!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11sl3mq7b8!19sChIJSeaFri21woARCaqe-hwVkz8?authuser=0&hl=en&rclk=1,"
+1 213-277-7400",https://california-business-lawyer-corporate-lawyer.com/
"Gomez Law, APC","4.3
(59)","
3250 Wilshire Blvd #1901, Los Angeles, CA 90010, United States","https://www.google.com/maps/place/Gomez+Law,+APC/data=!4m7!3m6!1s0x80c2b884b3d26f2b:0x529735e5ce944c58!8m2!3d34.0614131!4d-118.2930323!16s%2Fg%2F12hlmnnhd!19sChIJK2_Ss4S4woARWEyUzuU1l1I?authuser=0&hl=en&rclk=1","
+1 213-772-6404",https://gomezlawla.com/
24-7 California Law: Law Offices of Don O'Kula,"4.5
(234)","
3250 Wilshire Blvd #1901, Los Angeles, CA 90010, United States",https://www.google.com/maps/place/24-7+California+Law:+Law+Offices+of+Don+O%27Kula/data=!4m7!3m6!1s0x80c4a828fdb26461:0x1ef062e085cf7ca7!8m2!3d34.2554751!4d-117.1702008!16s%2Fg%2F1tq4rc52!19sChIJYWSy_SioxIARp3zPheBi8B4?authuser=0&hl=en&rclk=1,"
+1 213-772-6404",https://gomezlawla.com/
California Civil Rights Law Group,"3.0
(1)","
331 Emerald Dr, Lake Arrowhead, CA 92352, United States",https://www.google.com/maps/place/California+Civil+Rights+Law+Group/data=!4m7!3m6!1s0x80c2b9c09839759d:0x90bcfd1a99af8b67!8m2!3d34.0666736!4d-118.3849703!16s%2Fg%2F11sszr1dc2!19sChIJnXU5mMC5woARZ4uvmRr9vJA?authuser=0&hl=en&rclk=1,"
+1 909-402-3133",https://www.civilrightsca.com/
"California Law Centers, APC.","5.0
(5)","
8840 Wilshire Blvd suite 207, Beverly Hills, CA 90211, United States","https://www.google.com/maps/place/California+Law+Centers,+APC./data=!4m7!3m6!1s0x80d956d6cccec9d5:0x3d71c52385c74402!8m2!3d32.715111!4d-117.16777!16s%2Fg%2F1263sr9lj!19sChIJ1cnOzNZW2YARAkTHhSPFcT0?authuser=0&hl=en&rclk=1","
+1 213-259-3660",https://www.civilrightsca.com/
The Gordon Law Firm,"3.0
(2)","
501 W Broadway, San Diego, CA 92101, United States",https://www.google.com/maps/place/The+Gordon+Law+Firm/data=!4m7!3m6!1s0x809af0118e37d977:0xbd4f460190d2d83a!8m2!3d38.639287!4d-121.0668848!16s%2Fg%2F11c70hy17y!19sChIJd9k3jhHwmoAROtjSkAFGT70?authuser=0&hl=en&rclk=1,"
+1 619-667-3743",http://www.californialawcenters.com/
