Title,Rating,Address,Directions,Contact,Web Link
GARDENLAND POWER EQUIPMENT,"4.1
(84)",,https://www.google.com/maps/place/GARDENLAND+POWER+EQUIPMENT/data=!4m7!3m6!1s0x808e34fd0b5bfb2d:0xc6829540c315e2f7!8m2!3d37.272223!4d-121.9457436!16s%2Fg%2F1tdl6bzv!19sChIJLftbC_00joAR9-IVw0CVgsY?authuser=0&hl=en&rclk=1,"
+1 408-377-4496",http://www.gardenland.com/
A & B Saw and Lawnmowers,"4.5
(157)",,https://www.google.com/maps/place/A+%26+B+Saw+and+Lawnmowers/data=!4m7!3m6!1s0x80dbe2681f50a48d:0x58c43b26518fe33b!8m2!3d32.873989!4d-116.9247055!16s%2Fg%2F1tkc2dcd!19sChIJjaRQH2ji24ARO-OPUSY7xFg?authuser=0&hl=en&rclk=1,"
+1 619-443-0654",
Temple City Lawnmower,"4.6
(109)","
9654 Lower Azusa Rd, Temple City, CA 91780, United States",https://www.google.com/maps/place/Temple+City+Lawnmower/data=!4m7!3m6!1s0x80c2da6665677df1:0x7a75d2916df3ed9f!8m2!3d34.0895699!4d-118.0554622!16s%2Fg%2F1tgf3h3w!19sChIJ8X1nZWbawoARn-3zbZHSdXo?authuser=0&hl=en&rclk=1,"
+1 626-444-9700",
Bliss Power Lawn Equipment,"4.3
(85)",,https://www.google.com/maps/place/Bliss+Power+Lawn+Equipment/data=!4m7!3m6!1s0x809ada34eec8a92d:0xffd3061b31cbc5b0!8m2!3d38.5966022!4d-121.401888!16s%2Fg%2F1tm1qql8!19sChIJLanI7jTamoARsMXLMRsG0_8?authuser=0&hl=en&rclk=1,"
+1 916-483-1167",http://www.blisspowerlawn.com/
The Garden World,"4.2
(172)",,https://www.google.com/maps/place/The+Garden+World/data=!4m7!3m6!1s0x8095264a3fff3bd1:0xce2bb3a806333d0a!8m2!3d36.3389274!4d-119.3671466!16s%2Fg%2F1tz766ny!19sChIJ0Tv_P0omlYARCj0zBqizK84?authuser=0&hl=en&rclk=1,"
+1 559-651-3388",
Citrus Heights Saw & Mower,"4.1
(27)",,https://www.google.com/maps/place/Citrus+Heights+Saw+%26+Mower/data=!4m7!3m6!1s0x809adfb94917e39d:0xc00ffdb2d74ba3b5!8m2!3d38.697359!4d-121.2898423!16s%2Fg%2F1vl9rr6q!19sChIJneMXSbnfmoARtaNL17L9D8A?authuser=0&hl=en&rclk=1,"
+1 916-722-2825",http://www.citrusheightsmower.com/
Modern Saw & Lawnmower Shop,"4.5
(188)",,https://www.google.com/maps/place/Modern+Saw+%26+Lawnmower+Shop/data=!4m7!3m6!1s0x80905527a4d81c7b:0xb7a5d45d62360c93!8m2!3d37.6120614!4d-120.9397692!16s%2Fg%2F1tfsc2b0!19sChIJexzYpCdVkIARkww2Yl3Upbc?authuser=0&hl=en&rclk=1,"
+1 209-537-0159",
Dan's Lawnmower Center,"4.7
(107)",,https://www.google.com/maps/place/Dan%27s+Lawnmower+Center/data=!4m7!3m6!1s0x80c34d6c915ef435:0x8e16f7e3ac7c58f2!8m2!3d34.1002331!4d-117.3832416!16s%2Fg%2F1tg8j_py!19sChIJNfRekWxNw4AR8lh8rOP3Fo4?authuser=0&hl=en&rclk=1,"
+1 909-875-0811",http://www.danslmc.com/
Lee Lawnmower,"4.4
(90)",,https://www.google.com/maps/place/Lee+Lawnmower/data=!4m7!3m6!1s0x80dcd92e7677cac1:0xbc1875ddf06c9be0!8m2!3d33.7136529!4d-117.868364!16s%2Fg%2F1tfbnmr3!19sChIJwcp3di7Z3IAR4Jts8N11GLw?authuser=0&hl=en&rclk=1,"
+1 714-546-6334",https://www.leelawnmower.com/
PCH Lawn Mower Inc,"4.2
(75)",,https://www.google.com/maps/place/PCH+Lawn+Mower+Inc/data=!4m7!3m6!1s0x80dd35ea86b72075:0x282b7985850df958!8m2!3d33.7908059!4d-118.2764712!16s%2Fg%2F1hc2xcr34!19sChIJdSC3huo13YARWPkNhYV5Kyg?authuser=0&hl=en&rclk=1,"
+1 310-834-1236",
