Title,Rating,Address,Directions,Contact,Web Link
East Los Angeles Occupational Center,"5.0
(63)","
26413 Jefferson Ave suite g, Murrieta, CA 92562, United States",https://www.google.com/maps/place/East+Los+Angeles+Occupational+Center/data=!4m7!3m6!1s0x80c2c60aa700229d:0xd64a0320051f3c38!8m2!3d34.0552098!4d-118.2063475!16s%2Fg%2F1vyxjpg1!19sChIJnSIApwrGwoARODwfBSADStY?authuser=0&hl=en&rclk=1,"
+1 323-276-7000",http://www.elaoc.net/
Southern California Regional Occupational Center,"4.7
(125)","
2100 Marengo St, Los Angeles, CA 90033, United States",https://www.google.com/maps/place/Southern+California+Regional+Occupational+Center/data=!4m7!3m6!1s0x80dd4ac160fdf21f:0x144a296e2c97f71a!8m2!3d33.8243747!4d-118.3264284!16s%2Fm%2F02qpwp1!19sChIJH_L9YMFK3YARGveXLG4pShQ?authuser=0&hl=en&rclk=1,"
+1 310-224-4200",http://www.socalroc.com/
Maxine Waters Employment Preparation Center,"4.3
(59)","
2300 Crenshaw Blvd, Torrance, CA 90501, United States",https://www.google.com/maps/place/Maxine+Waters+Employment+Preparation+Center/data=!4m7!3m6!1s0x80c2ca2c97930bad:0xdf64c854d38d2a53!8m2!3d33.9373746!4d-118.2547069!16s%2Fm%2F0clvldz!19sChIJrQuTlyzKwoARUyqN01TIZN8?authuser=0&hl=en&rclk=1,"
+1 323-357-7700",http://www.mwepc.org/
Institute For Business & Technology,"4.5
(236)",,https://www.google.com/maps/place/Institute+For+Business+%26+Technology/data=!4m7!3m6!1s0x808fca21fa110cbd:0x1f6dc3d488fb6637!8m2!3d37.3688648!4d-121.9691681!16s%2Fm%2F0clvkrx!19sChIJvQwR-iHKj4ARN2b7iNTDbR8?authuser=0&hl=en&rclk=1,"
+1 408-727-1060",https://ibt.edu/
California Medical College,"3.8
(49)","
2400 Walsh Ave, Santa Clara, CA 95051, United States",https://www.google.com/maps/place/California+Medical+College/data=!4m7!3m6!1s0x80dc01ed28a07149:0xc03066855fe33308!8m2!3d32.7731778!4d-117.1552722!16s%2Fg%2F1hc4ml_p7!19sChIJSXGgKO0B3IARCDPjX4VmMMA?authuser=0&hl=en&rclk=1,"
+1 858-357-8800",http://www.californiamedicalcollege.edu/
Carrington College,"3.4
(15)",,https://www.google.com/maps/place/Carrington+College/data=!4m7!3m6!1s0x808566b033b1e25d:0x8cb1236102e8046d!8m2!3d37.9626155!4d-122.0721152!16s%2Fm%2F0cw2k7h!19sChIJXeKxM7BmhYARbQToAmEjsYw?authuser=0&hl=en&rclk=1,"
+1 925-273-3922",https://carrington.edu/location/pleasant-hill-california/?utm_source=local&utm_medium=organic&utm_campaign=gmb&utm_content=pleasant_hill&utm_term=CC_PleasantHill
Phlebotomy Training Specialists,"3.6
(13)","
732 W Oak Ave, Visalia, CA 93291, United States",https://www.google.com/maps/place/Phlebotomy+Training+Specialists/data=!4m7!3m6!1s0x80ea43dd1dcff4c3:0x5f20324af4172eca!8m2!3d35.36732!4d-119.0539493!16s%2Fg%2F11rd01f0pc!19sChIJw_TPHd1D6oARyi4X9EoyIF8?authuser=0&hl=en&rclk=1,"
+1 559-747-9500",http://www.ctivoc.com/
SJVC Fresno,"4.2
(58)","
401 Mile of Cars Way #100, National City, CA 91950, United States",https://www.google.com/maps/place/SJVC+Fresno/data=!4m7!3m6!1s0x80945d56c62684e9:0x4f32163d4ffc0484!8m2!3d36.8299264!4d-119.7840095!16s%2Fm%2F0clvyp0!19sChIJ6YQmxlZdlIARhAT8Tz0WMk8?authuser=0&hl=en&rclk=1,"
+1 877-559-3621",
Gurnick Academy - Fresno Campus,"4.3
(168)","
295 E Sierra Ave, Fresno, CA 93710, United States",https://www.google.com/maps/place/Gurnick+Academy+-+Fresno+Campus/data=!4m7!3m6!1s0x809467660eb2889d:0x1ee612940d4b2cc4!8m2!3d36.8036405!4d-119.7740559!16s%2Fg%2F1td4pyzf!19sChIJnYiyDmZnlIARxCxLDZQS5h4?authuser=0&hl=en&rclk=1,"
+1 559-448-8282",https://www.gurnick.edu/campus-locations/fresno-ca/
UEI College - Bakersfield,"2.4
(53)","
4747 N First St Ste 192, Fresno, CA 93726, United States",https://www.google.com/maps/place/UEI+College+-+Bakersfield/data=!4m7!3m6!1s0x80ea420b0450f049:0x722d965740ce9f5c!8m2!3d35.3815196!4d-119.049234!16s%2Fg%2F11b5wqff_2!19sChIJSfBQBAtC6oARXJ_OQFeWLXI?authuser=0&hl=en&rclk=1,"
+1 559-222-1903",https://www.uei.edu/trade-school/california/bakersfield
Clinical Training Institute - Fresno,"3.9
(237)","
3737 Rosedale Hwy, Bakersfield, CA 93308, United States",https://www.google.com/maps/place/Clinical+Training+Institute+-+Fresno/data=!4m7!3m6!1s0x809469b70625d6f9:0xf788548d205f5708!8m2!3d36.8489265!4d-119.7990289!16s%2Fg%2F11j86wbjjy!19sChIJ-dYlBrdplIARCFdfII1UiPc?authuser=0&hl=en&rclk=1,"
+1 661-846-2244",https://ctivoc.com/
Touro University California College of Pharmacy,"3.6
(11)","
377 W Fallbrook Ave Suite 102, Fresno, CA 93711, United States",https://www.google.com/maps/place/Touro+University+California+College+of+Pharmacy/data=!4m7!3m6!1s0x8085737ff42ade9b:0xe32e941d4adde898!8m2!3d38.0871008!4d-122.2635269!16s%2Fg%2F11fx2tx_ny!19sChIJm94q9H9zhYARmOjdSh2ULuM?authuser=0&hl=en&rclk=1,"
+1 559-369-9088",http://cop.tu.edu/
California Beauty College,"3.0
(3)","
1310 Club Dr, Vallejo, CA 94592, United States",https://www.google.com/maps/place/California+Beauty+College/data=!4m7!3m6!1s0x809053f22267900f:0x417e7d0dc5a87828!8m2!3d37.645415!4d-120.9974158!16s%2Fm%2F0clvkdq!19sChIJD5BnIvJTkIARKHioxQ19fkE?authuser=0&hl=en&rclk=1,"
+1 707-638-5200",
California Pacific International College,"4.2
(48)","
1115 15th St, Modesto, CA 95354, United States",https://www.google.com/maps/place/California+Pacific+International+College/data=!4m7!3m6!1s0x808f93d9c9ed2533:0x533535c995eb6223!8m2!3d37.6740105!4d-122.0805044!16s%2Fg%2F1vp6_dvb!19sChIJMyXtydmTj4ARI2Lrlck1NVM?authuser=0&hl=en&rclk=1,"
+1 209-524-5184",http://www.calbeautycollege.edu/
