Title,Rating,Address,Directions,Contact,Web Link
Celebrity Makeup Artist & Hair Stylist & Bridal Makeup by Naz,"5.0
(38)","
7220 Hollywood Blvd, West Hollywood, CA 90046, United States",https://www.google.com/maps/place/Celebrity+Makeup+Artist+%26+Hair+Stylist+%26+Bridal+Makeup+by+Naz/data=!4m7!3m6!1s0x80c2bf1b6bf6cf05:0x1e46bba9108e1dbb!8m2!3d34.1013589!4d-118.3477165!16s%2Fg%2F11j7cw1t9s!19sChIJBc_2axu_woARux2OEKm7Rh4?authuser=0&hl=en&rclk=1,"
+1 310-962-3247",https://nazmakeupartist.com/
Pooja Sethiya - Makeup Artist,"5.0
(10)","
7220 Hollywood Blvd, West Hollywood, CA 90046, United States",https://www.google.com/maps/place/Pooja+Sethiya+-+Makeup+Artist/data=!4m7!3m6!1s0x80c2c7f7f2a0c71d:0x18a0421d40b5fe52!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11q1r1ysg4!19sChIJHceg8vfHwoARUv61QB1CoBg?authuser=0&hl=en&rclk=1,"
+1 310-962-3247",https://nazmakeupartist.com/
Kimberley Bosso - Celebrity Makeup Artist & Makeup School - Los Angeles,"4.9
(11)","
311 N Robertson Blvd #445, Beverly Hills, CA 90211, United States",https://www.google.com/maps/place/Kimberley+Bosso+-+Celebrity+Makeup+Artist+%26+Makeup+School+-+Los+Angeles/data=!4m7!3m6!1s0x80c2bedc1463d839:0x818c5fb06e8abfd6!8m2!3d34.0709004!4d-118.3854269!16s%2Fg%2F1tknkq6g!19sChIJOdhjFNy-woAR1r-KbrBfjIE?authuser=0&hl=en&rclk=1,"
+1 310-415-4885",https://www.kbosso.com/
Makeup Artist & Hairstylist by Sophia Nawabi,"4.0
(141)","
311 N Robertson Blvd #445, Beverly Hills, CA 90211, United States",https://www.google.com/maps/place/Makeup+Artist+%26+Hairstylist+by+Sophia+Nawabi/data=!4m7!3m6!1s0x808581ed7a63bcc3:0x86d19f3b4eb5c41e!8m2!3d37.6477341!4d-122.4564313!16s%2Fg%2F11gl03y3n4!19sChIJw7xjeu2BhYARHsS1Tjuf0YY?authuser=0&hl=en&rclk=1,"
+1 310-415-4885",https://www.kbosso.com/
Soyi Makeup and Hair,"4.8
(22)","
3745 Radburn Dr, South San Francisco, CA 94080, United States",https://www.google.com/maps/place/Soyi+Makeup+and+Hair/data=!4m7!3m6!1s0x808e34fc2788a1c1:0x1a53c9fcb50e12c5!8m2!3d37.435379!4d-122.3593422!16s%2Fg%2F11fx961xkf!19sChIJwaGIJ_w0joARxRIOtfzJUxo?authuser=0&hl=en&rclk=1,"
+1 714-394-4216",
Rachel Lusk Hair and Makeup,"4.8
(22)","
3745 Radburn Dr, South San Francisco, CA 94080, United States",https://www.google.com/maps/place/Rachel+Lusk+Hair+and+Makeup/data=!4m7!3m6!1s0x808513e1031398a5:0xede6171e0d60fa10!8m2!3d38.2870034!4d-122.287082!16s%2Fg%2F11gzs55y6b!19sChIJpZgTA-EThYAREPpgDR4X5u0?authuser=0&hl=en&rclk=1,"
+1 714-394-4216",http://www.rachellusk.com/
MUST MakeUp & Hair (OC),"5.0
(50)","
68 Coombs St Suite A5, Napa, CA 94559, United States",https://www.google.com/maps/place/MUST+MakeUp+%26+Hair+%28OC%29/data=!4m7!3m6!1s0x80dd2b949d2001cb:0xccca70fb2195bbd8!8m2!3d33.8587064!4d-117.957688!16s%2Fg%2F11gxfp0_mg!19sChIJywEgnZQr3YAR2LuVIftwysw?authuser=0&hl=en&rclk=1,"
+1 714-396-9990",http://www.makeupbysungteam.com/
Pasadena makeup artist and hair stylist,"5.0
(16)","
1706 W Orangethorpe Ave, Fullerton, CA 92833, United States",https://www.google.com/maps/place/Pasadena+makeup+artist+and+hair+stylist/data=!4m7!3m6!1s0x80c2c33bed44719b:0xebe74e4d7f69a7eb!8m2!3d34.184405!4d-118.1319224!16s%2Fg%2F11fnbzwtf9!19sChIJm3FE7TvDwoAR66dpf01O5-s?authuser=0&hl=en&rclk=1,"
+1 714-396-9990",http://www.makeupbysungteam.com/
Mobile Radiance - Bridal Makeup Artists and Hairstylists in San Diego,"5.0
(3)",,https://www.google.com/maps/place/Mobile+Radiance+-+Bridal+Makeup+Artists+and+Hairstylists+in+San+Diego/data=!4m7!3m6!1s0x80d955020131712b:0x1463cad50b4c5203!8m2!3d32.7747243!4d-117.1275094!16s%2Fg%2F11q3w3qvxl!19sChIJK3ExAQJV2YARA1JMC9XKYxQ?authuser=0&hl=en&rclk=1,"
+1 626-407-2838",
Los Angeles Makeup Artist | Glamari by Leti,"5.0
(3)",,https://www.google.com/maps/place/Los+Angeles+Makeup+Artist+%7C+Glamari+by+Leti/data=!4m7!3m6!1s0xae5063a7d2100719:0xfde9246eb664a5af!8m2!3d33.9735066!4d-118.795487!16s%2Fg%2F11khgfgpmw!19sChIJGQcQ0qdjUK4Rr6Vktm4k6f0?authuser=0&hl=en&rclk=1,"
+1 310-853-3702",https://goglamari.com/
"Makeup by Sonia Tello & Co., LLC","5.0
(7)","
8054 N Cedar Ave, Fresno, CA 93720, United States","https://www.google.com/maps/place/Makeup+by+Sonia+Tello+%26+Co.,+LLC/data=!4m7!3m6!1s0x8094438309becba7:0x498ace6d7c9a2bd!8m2!3d36.8530452!4d-119.7553279!16s%2Fg%2F11jygs515q!19sChIJp8u-CYNDlIARvaLJ1-asmAQ?authuser=0&hl=en&rclk=1","
+1 559-899-4551",https://makeupbysonia.net/
Makeup by Alexaly,"4.9
(50)","
8054 N Cedar Ave, Fresno, CA 93720, United States",https://www.google.com/maps/place/Makeup+by+Alexaly/data=!4m7!3m6!1s0x808e33e480c07f65:0xa9e61b458b4bd715!8m2!3d37.4436274!4d-122.3257503!16s%2Fg%2F11qphx4205!19sChIJZX_AgOQzjoARFddLi0Ub5qk?authuser=0&hl=en&rclk=1,"
+1 559-899-4551",https://makeupbysonia.net/
Jo Ann Salgado Makeup Artistry,"5.0
(10)","
3840 Lemon St, Riverside, CA 92501, United States",https://www.google.com/maps/place/Jo+Ann+Salgado+Makeup+Artistry/data=!4m7!3m6!1s0x80c349599545fae7:0x7e0b765d44d88c65!8m2!3d33.9803698!4d-117.3719773!16s%2Fg%2F11b6_przsb!19sChIJ5_pFlVlJw4ARZYzYRF12C34?authuser=0&hl=en&rclk=1,"
+1 909-202-7905",https://joannsalgado.com/
"ELLANCE BEAUTY - Makeup Artist & Hair Stylist. Los Angeles,Ca.","4.9
(7)","
3840 Lemon St, Riverside, CA 92501, United States","https://www.google.com/maps/place/ELLANCE+BEAUTY+-+Makeup+Artist+%26+Hair+Stylist.+Los+Angeles,Ca./data=!4m7!3m6!1s0x80c2c3e58d386eab:0xc1c41b01b18dd404!8m2!3d36.705523!4d-97.6725879!16s%2Fg%2F11nmq37k3v!19sChIJq244jeXDwoARBNSNsQEbxME?authuser=0&hl=en&rclk=1","
+1 909-202-7905",https://joannsalgado.com/
Nini's Epiphany Makeup and Hair,"5.0
(5)",,https://www.google.com/maps/place/Nini%27s+Epiphany+Makeup+and+Hair/data=!4m7!3m6!1s0x808fc6f5540bba53:0x4eb9979fad0b14ab!8m2!3d37.814647!4d-122.4147748!16s%2Fg%2F11g6qssk_5!19sChIJU7oLVPXGj4ARqxQLrZ-XuU4?authuser=0&hl=en&rclk=1,"
+1 213-570-2037",http://www.ellancebeauty.com/
Jana and Co Makeup and Hair Design,"5.0
(5)",,https://www.google.com/maps/place/Jana+and+Co+Makeup+and+Hair+Design/data=!4m7!3m6!1s0x80e82920ddbb7c21:0x8da081cda3759354!8m2!3d33.932359!4d-119.190378!16s%2Fg%2F11f2s3xnq9!19sChIJIXy73SAp6IARVJN1o82BoI0?authuser=0&hl=en&rclk=1,"
+1 805-522-0837",http://www.janaandco.com/
Lindsey Jones Makeup Artistry,"5.0
(49)","
San Diego, CA 92120, United States",https://www.google.com/maps/place/Lindsey+Jones+Makeup+Artistry/data=!4m7!3m6!1s0x80d95357f5b9145d:0xf3f7011306a6704e!8m2!3d32.7094676!4d-117.1518016!16s%2Fg%2F11ny31t_qg!19sChIJXRS59VdT2YARTnCmBhMB9_M?authuser=0&hl=en&rclk=1,"
+1 619-993-4945",http://lindseyjonesmakeup.com/
Makeup by Miranda Joven,"5.0
(13)","
San Diego, CA 92120, United States",https://www.google.com/maps/place/Makeup+by+Miranda+Joven/data=!4m7!3m6!1s0xa5e860a1cb8b4a47:0x19d0fec36a437f28!8m2!3d36.430551!4d-119.531139!16s%2Fg%2F11p5lpr0bw!19sChIJR0qLy6Fg6KURKH9DasP-0Bk?authuser=0&hl=en&rclk=1,"
+1 619-993-4945",http://lindseyjonesmakeup.com/
Chic Studios School of Makeup,"4.8
(15)",,https://www.google.com/maps/place/Chic+Studios+School+of+Makeup/data=!4m7!3m6!1s0x80c2c7cae39437a7:0x47b2bdf6b11e4086!8m2!3d34.0424251!4d-118.2545988!16s%2Fg%2F11gd38lskg!19sChIJpzeU48rHwoARhkAesfa9skc?authuser=0&hl=en&rclk=1,"
+1 559-991-1799",
Artistry By Erendira,"4.8
(15)",,https://www.google.com/maps/place/Artistry+By+Erendira/data=!4m7!3m6!1s0x6f98232c6ae38d33:0x7a46076ed9a477f4!8m2!3d37.0791174!4d-120.5657235!16s%2Fg%2F11vkbgq197!19sChIJM43jaiwjmG8R9Hek2W4HRno?authuser=0&hl=en&rclk=1,"
+1 559-679-2467",https://forms.gle/98ApWBtgLqSRZwhn9
Rose Rosales - Makeup Artist,"5.0
(23)",,https://www.google.com/maps/place/Rose+Rosales+-+Makeup+Artist/data=!4m7!3m6!1s0x80859b449cf99c17:0xc5fcd4a248288fa9!8m2!3d37.878638!4d-122.4203375!16s%2Fg%2F11h59yzhts!19sChIJF5z5nESbhYARqY8oSKLU_MU?authuser=0&hl=en&rclk=1,"
+1 808-368-8656",http://www.roziecheeks.com/
Jireh Artistry Bridal Hairstyling & Makeup,"5.0
(5)",,https://www.google.com/maps/place/Jireh+Artistry+Bridal+Hairstyling+%26+Makeup/data=!4m7!3m6!1s0x808fcbba74040001:0x66c6acb7df93ce37!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11g8vkhs0c!19sChIJAQAEdLrLj4ARN86T37esxmY?authuser=0&hl=en&rclk=1,"
+1 808-368-8656",http://www.roziecheeks.com/
Makeup by Katerina,"5.0
(5)","
369 W Bay St apt H, Costa Mesa, CA 92627, United States",https://www.google.com/maps/place/Makeup+by+Katerina/data=!4m7!3m6!1s0x58b41612ad2b74b:0xbba96313b47fc1dc!8m2!3d33.648443!4d-117.9149016!16s%2Fg%2F11s5g3_2sd!19sChIJS7fSKmFBiwUR3MF_tBNjqbs?authuser=0&hl=en&rclk=1,"
+1 949-866-0785",https://www.makeupbykaterina.com/
Makeup Artist Lounge,"5.0
(13)","
369 W Bay St apt H, Costa Mesa, CA 92627, United States",https://www.google.com/maps/place/Makeup+Artist+Lounge/data=!4m7!3m6!1s0x80c2c35f06d63c9f:0xb1f38c3a2cd841d0!8m2!3d34.137898!4d-118.132716!16s%2Fg%2F11cr_z3hrm!19sChIJnzzWBl_DwoAR0EHYLDqM87E?authuser=0&hl=en&rclk=1,"
+1 949-866-0785",https://www.makeupbykaterina.com/
Beauty Affair,"5.0
(13)","
455 S Lake Ave Suite 103, Pasadena, CA 91101, United States",https://www.google.com/maps/place/Beauty+Affair/data=!4m7!3m6!1s0x80c2bf2e2563a03f:0x3bf41087aaaa75b3!8m2!3d34.0975884!4d-118.3469241!16s%2Fg%2F1hm1vg5v7!19sChIJP6BjJS6_woARs3WqqocQ9Ds?authuser=0&hl=en&rclk=1,"
+1 626-658-8877",http://makeupartistlounge.com/
"Vincent Guastini Productions - Special Effects Makeup Artist in Sun Valley, CA","4.5
(2)","
455 S Lake Ave Suite 103, Pasadena, CA 91101, United States","https://www.google.com/maps/place/Vincent+Guastini+Productions+-+Special+Effects+Makeup+Artist+in+Sun+Valley,+CA/data=!4m7!3m6!1s0x80c2943f70bc55e3:0xf5e5d2045d012430!8m2!3d34.2266233!4d-118.3840668!16s%2Fg%2F1td5lz5l!19sChIJ41W8cD-UwoARMCQBXQTS5fU?authuser=0&hl=en&rclk=1","
+1 626-658-8877",http://makeupartistlounge.com/
Beauty By Thao,"5.0
(1)",,https://www.google.com/maps/place/Beauty+By+Thao/data=!4m7!3m6!1s0x808fcdd228db1901:0x17cc6d3172b67829!8m2!3d37.4591255!4d-121.839023!16s%2Fg%2F11gy7_vv6b!19sChIJARnbKNLNj4ARKXi2cjFtzBc?authuser=0&hl=en&rclk=1,"
+1 415-849-1048",https://beautybythao.wixsite.com/makeup
Sang Park Makeup,"5.0
(31)","
4643 Beverly Blvd #2F, Los Angeles, CA 90004, United States",https://www.google.com/maps/place/Sang+Park+Makeup/data=!4m7!3m6!1s0x80c2b89878366c07:0x4edc3970f2aede8!8m2!3d34.0765408!4d-118.3107152!16s%2Fg%2F11cm_5tnvd!19sChIJB2w2eJi4woAR6O0qD5fD7QQ?authuser=0&hl=en&rclk=1,"
+1 213-820-2328",http://sangparkmakeup.com/
Ruben Mua,"4.5
(6)","
4643 Beverly Blvd #2F, Los Angeles, CA 90004, United States",https://www.google.com/maps/place/Ruben+Mua/data=!4m7!3m6!1s0x80ea698c8d842b33:0x55c596499fde048!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11cp1plz4p!19sChIJMyuEjYxp6oARSOD9mWRZXAU?authuser=0&hl=en&rclk=1,"
+1 213-820-2328",http://sangparkmakeup.com/
Beauty by Emily Barton,"4.9
(65)",,https://www.google.com/maps/place/Beauty+by+Emily+Barton/data=!4m7!3m6!1s0x2a1d18c7bed0cc65:0x1e1204d8e3ebb310!8m2!3d36.5061176!4d-119.7641914!16s%2Fg%2F11txtg1n57!19sChIJZczQvscYHSoRELPr49gEEh4?authuser=0&hl=en&rclk=1,"
+1 559-679-2318",http://www.emilyreneebarton.com/contact
Andie The Makeup Artist,"5.0
(33)",,https://www.google.com/maps/place/Andie+The+Makeup+Artist/data=!4m7!3m6!1s0x80c29fce0f0b6875:0xee907762d8fe8c3d!8m2!3d34.020479!4d-118.4117326!16s%2Fg%2F11j5sdvl9y!19sChIJdWgLD86fwoARPYz-2GJ3kO4?authuser=0&hl=en&rclk=1,"
+1 559-679-2318",http://www.emilyreneebarton.com/contact
