Title,Rating,Address,Directions,Contact,Web Link
California Skin Institute,"4.8
(561)","
380 W Central Ave STE 320, Brea, CA 92821, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x80dd29f3ffc18a01:0x9d0298761275acb2!8m2!3d33.8495256!4d-117.9424898!16s%2Fg%2F1tmbwf5y!19sChIJAYrB__Mp3YARsqx1EnaYAp0?authuser=0&hl=en&rclk=1,"
+1 714-991-9990",https://www.californiaskininstitute.com/locations/anaheim-ca/
California Skin Institute,"4.7
(1,099)","
1165 N Euclid St, Anaheim, CA 92801, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x808f918bbbaf9ef5:0x1d43626e93f54223!8m2!3d37.6963123!4d-122.0861871!16s%2Fg%2F12hkwcccz!19sChIJ9Z6vu4uRj4ARI0L1k25iQx0?authuser=0&hl=en&rclk=1,"
+1 510-881-7822",https://www.californiaskininstitute.com/locations/castro-valley-ca/
California Skin Institute,"4.7
(1,098)","
20400 Lake Chabot Rd #202, Castro Valley, CA 94546, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x808df0076003b809:0x4739d82643cde2d3!8m2!3d36.5718269!4d-121.8037109!16s%2Fg%2F1tgtfqvj!19sChIJCbgDYAfwjYAR0-LNQybYOUc?authuser=0&hl=en&rclk=1,"
+1 831-333-9008",https://www.californiaskininstitute.com/locations/monterey-ca/
California Skin Institute,"4.6
(1,715)",,https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x808fc09a8e7a515f:0x7765ef17de5f1da2!8m2!3d37.5496171!4d-121.9824572!16s%2Fg%2F1txc786r!19sChIJX1F6jprAj4ARoh1f3hfvZXc?authuser=0&hl=en&rclk=1,"
+1 510-790-0477",https://www.californiaskininstitute.com/locations/fremont-ca/
California Skin Institute,"4.9
(567)","
39210 State St # 218, Fremont, CA 94538, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x808e4aadf8163777:0xda6fb476910061d4!8m2!3d37.2814674!4d-122.0040877!16s%2Fg%2F1tfx53h0!19sChIJdzcW-K1KjoAR1GEAkXa0b9o?authuser=0&hl=en&rclk=1,"
+1 408-253-4407",https://www.californiaskininstitute.com/locations/saratoga-ca/
California Skin Institute,"4.9
(916)","
18988 Cox Ave STE B, Saratoga, CA 95070, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x808fb0e17ad5d125:0xe9aa0f4857a6c18c!8m2!3d37.3717025!4d-122.1114588!16s%2Fg%2F1tct8z52!19sChIJJdHVeuGwj4ARjMGmV0gPquk?authuser=0&hl=en&rclk=1,"
+1 650-917-7711",https://www.californiaskininstitute.com/locations/los-altos-ca/
California Skin Institute,"4.8
(363)","
129 Fremont Ave, Los Altos, CA 94022, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x80dd276626daf57f:0x41802ac6258d149e!8m2!3d33.7157291!4d-117.9362481!16s%2Fg%2F1tjfh472!19sChIJf_XaJmYn3YARnhSNJcYqgEE?authuser=0&hl=en&rclk=1,"
+1 714-549-1770",https://www.californiaskininstitute.com/locations/fountain-valley-ca/
Comprehensive Dermatology Center of Pasadena,"4.8
(212)","
11100 Warner Ave # 264, Fountain Valley, CA 92708, United States",https://www.google.com/maps/place/Comprehensive+Dermatology+Center+of+Pasadena/data=!4m7!3m6!1s0x80c2c37c4cf8c533:0xb61245051fda9bdf!8m2!3d34.1354159!4d-118.150779!16s%2Fg%2F1tj2c828!19sChIJM8X4THzDwoAR35vaHwVFErY?authuser=0&hl=en&rclk=1,"
+1 626-793-7790",http://compdermcenter.com/
California Dermatology Institute,"4.9
(1,131)","
800 Delbon Ave, Turlock, CA 95382, United States",https://www.google.com/maps/place/California+Dermatology+Institute/data=!4m7!3m6!1s0x80e9ad3f6fbd199d:0xe9c32d5b142bea3e!8m2!3d34.2597517!4d-119.2272079!16s%2Fg%2F11hbr79gby!19sChIJnRm9bz-t6YARPuorFFstw-k?authuser=0&hl=en&rclk=1,"
+1 209-454-0494",https://www.calderminstitute.com/dermatologist-ventura/
West Dermatology Moats Skin Specialists | Santa Maria Dermatologist,"4.6
(137)","
1500 Palma Dr suite 187, Ventura, CA 93003, United States",https://www.google.com/maps/place/West+Dermatology+Moats+Skin+Specialists+%7C+Santa+Maria+Dermatologist/data=!4m7!3m6!1s0x80ec6c9bf76381ed:0x7574e4070c243324!8m2!3d34.9523517!4d-120.4112026!16s%2Fg%2F11hd1sd2tf!19sChIJ7YFj95ts7IARJDMkDAfkdHU?authuser=0&hl=en&rclk=1,"
+1 805-222-5803",https://www.westdermatology.com/location/moats-skin-specialists?utm_source=yext&utm_medium=organic
Skin and Cancer Institute - Stevenson Ranch - Valencia,"4.8
(1,423)","
116 Palisade Dr STE 208, Santa Maria, CA 93454, United States",https://www.google.com/maps/place/Skin+and+Cancer+Institute+-+Stevenson+Ranch+-+Valencia/data=!4m7!3m6!1s0x80c2874715911183:0xc9dd7beb218d44cf!8m2!3d34.3870725!4d-118.5807129!16s%2Fg%2F1td5xdxb!19sChIJgxGRFUeHwoARz0SNIet73ck?authuser=0&hl=en&rclk=1,"
+1 805-491-4128",https://skinandcancerinstitute.com/location/valencia/
Skin and Cancer Institute - Fresno,"4.8
(1,256)","
25802 Hemingway Ave Suite #105, Stevenson Ranch, CA 91381, United States",https://www.google.com/maps/place/Skin+and+Cancer+Institute+-+Fresno/data=!4m7!3m6!1s0x80945d59fe370633:0x66fb93760a87e64c!8m2!3d36.8262046!4d-119.7833966!16s%2Fg%2F11bytn5nf9!19sChIJMwY3_lldlIARTOaHCnaT-2Y?authuser=0&hl=en&rclk=1,"
+1 661-284-2600",https://skinandcancerinstitute.com/location/fresno/
Golden State Dermatology,"4.6
(1,297)","
6181 N Thesta St Suite #104, Fresno, CA 93710, United States",https://www.google.com/maps/place/Golden+State+Dermatology/data=!4m7!3m6!1s0x80914315ba3fcb65:0x270979e9d3f90b4e!8m2!3d37.3312799!4d-120.4636916!16s%2Fg%2F11hdzsd7jn!19sChIJZcs_uhVDkYARTgv50-l5CSc?authuser=0&hl=en&rclk=1,"
+1 559-825-0300",https://www.goldenstatedermatology.com/merced/?y_source=1_MTAwNDU1MTA2My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
California Dermatology Institute,"4.8
(335)","
388 E Yosemite Ave Suite 100, Merced, CA 95340, United States",https://www.google.com/maps/place/California+Dermatology+Institute/data=!4m7!3m6!1s0x80dcd982fef483f9:0x1ab6923cbcd99099!8m2!3d33.7554817!4d-117.8694364!16s%2Fg%2F11svgn3f7q!19sChIJ-YP0_oLZ3IARmZDZvDyStho?authuser=0&hl=en&rclk=1,"
+1 209-722-7801",https://www.calderminstitute.com/dermatologist-santa-ana/
California Dermatology Institute,"4.8
(44)","
1211 N Broadway, Santa Ana, CA 92701, United States",https://www.google.com/maps/place/California+Dermatology+Institute/data=!4m7!3m6!1s0x80c25b2ab6b8e863:0x4c49800a1b9236cd!8m2!3d34.5835698!4d-118.1402918!16s%2Fg%2F11m_gp5cv9!19sChIJY-i4tipbwoARzTaSGwqASUw?authuser=0&hl=en&rclk=1,"
+1 805-222-5803",http://www.calderminstitute.com/
Cal Coast Dermatology,"4.8
(150)","
520 W Palmdale Blvd Unit A, Palmdale, CA 93551, United States",https://www.google.com/maps/place/Cal+Coast+Dermatology/data=!4m7!3m6!1s0x80c2982741000001:0x6e018a4a2aa35c2a!8m2!3d34.1576347!4d-118.4940463!16s%2Fg%2F11qgb7pvk8!19sChIJAQAAQSeYwoARKlyjKkqKAW4?authuser=0&hl=en&rclk=1,"
+1 888-367-1850",http://www.calderminstitute.com/
West Dermatology Arroyo Grande,"5.0
(125)","
16550 Ventura Blvd #120, Encino, CA 91436, United States",https://www.google.com/maps/place/West+Dermatology+Arroyo+Grande/data=!4m7!3m6!1s0x80ec5fa6deed00ff:0x59aeaf6510e711ff!8m2!3d35.1201829!4d-120.5793192!16s%2Fg%2F11gr7qgxrf!19sChIJ_wDt3qZf7IAR_xHnEGWvrlk?authuser=0&hl=en&rclk=1,"
+1 818-208-9204",https://www.calcoastdermatology.com/
California Skin Institute,"4.8
(1,060)","
200 Station Way Suite E, Arroyo Grande, CA 93420, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x80dce08f089999fd:0x2ce0c99133e5cd43!8m2!3d33.6135373!4d-117.8695809!16s%2Fg%2F1tj5r0w_!19sChIJ_ZmZCI_g3IARQ83lM5HJ4Cw?authuser=0&hl=en&rclk=1,"
+1 805-249-1134",https://www.westdermatology.com/location/arroyo-grande?utm_source=yext&utm_medium=organic
California Skin Institute,"4.8
(1,060)","
200 Station Way Suite E, Arroyo Grande, CA 93420, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x808580a80ad55645:0x2fb9c1ab825938c4!8m2!3d37.7686242!4d-122.4354309!16s%2Fg%2F1tdd5h7x!19sChIJRVbVCqiAhYARxDhZgqvBuS8?authuser=0&hl=en&rclk=1,"
+1 805-249-1134",
Irradiance Medical Group Dermatology,"4.8
(627)","
45 Castro St #332, San Francisco, CA 94114, United States",https://www.google.com/maps/place/Irradiance+Medical+Group+Dermatology/data=!4m7!3m6!1s0x80c2c637e9567fbf:0x9c329ba39d6eadd8!8m2!3d34.0466058!4d-118.2420109!16s%2Fg%2F1tfcnm5g!19sChIJv39W6TfGwoAR2K1unaObMpw?authuser=0&hl=en&rclk=1,"
+1 415-861-2600",https://www.californiaskininstitute.com/locations/san-francisco-castro/
California Skin Institute,"4.7
(554)","
420 E 3rd St #805, Los Angeles, CA 90013, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x808fa24a4f3b9ae5:0xa2f51394e61f767c!8m2!3d37.4861371!4d-122.2404488!16s%2Fg%2F11b6zy15dp!19sChIJ5Zo7T0qij4ARfHYf5pQT9aI?authuser=0&hl=en&rclk=1,"
+1 213-687-3214",https://www.doctor-ho.com/
California Dermatology Institute,"4.7
(554)","
420 E 3rd St #805, Los Angeles, CA 90013, United States",https://www.google.com/maps/place/California+Dermatology+Institute/data=!4m7!3m6!1s0x80c2876be6bcbe13:0x1da8ff80d9b98e8a!8m2!3d34.4120137!4d-118.5035179!16s%2Fg%2F11qp0pz5xq!19sChIJE7685muHwoARio652YD_qB0?authuser=0&hl=en&rclk=1,"
+1 213-687-3214",https://www.doctor-ho.com/
Exceptional Dermatology Care,"4.8
(28)","
21050 Centre Pointe Pkwy, Santa Clarita, CA 91350, United States",https://www.google.com/maps/place/Exceptional+Dermatology+Care/data=!4m7!3m6!1s0x80dd2bcad21a9f61:0xa4cf03bcc99b84ba!8m2!3d33.9012613!4d-117.9286596!16s%2Fg%2F11g0j9pg65!19sChIJYZ8a0sor3YARuoSbybwDz6Q?authuser=0&hl=en&rclk=1,"
+1 888-367-1850",https://www.calderminstitute.com/dermatologist-santa-clarita/
Dermatology Institute of Southern California,"4.9
(351)","
2720 N Harbor Blvd Ste. 205, Fullerton, CA 92835, United States",https://www.google.com/maps/place/Dermatology+Institute+of+Southern+California/data=!4m7!3m6!1s0x80c2bf541ab9f401:0x3e525f58d8b6e953!8m2!3d34.0718666!4d-118.3894317!16s%2Fg%2F1v9gk83y!19sChIJAfS5GlS_woARU-m22FhfUj4?authuser=0&hl=en&rclk=1,"
+1 714-882-5525",https://exceptionaldermatology.com/?utm_medium=local&utm_source=google&utm_campaign=yext
"California Dermatology Specialists: Eric J. Meinhardt, MD","4.9
(351)","
2720 N Harbor Blvd Ste. 205, Fullerton, CA 92835, United States","https://www.google.com/maps/place/California+Dermatology+Specialists:+Eric+J.+Meinhardt,+MD/data=!4m7!3m6!1s0x80c2bb60d9c99f61:0x215f806e69a8be5b!8m2!3d34.0503276!4d-118.4604137!16s%2Fg%2F11bw662flt!19sChIJYZ_J2WC7woARW76oaW6AXyE?authuser=0&hl=en&rclk=1","
+1 714-882-5525",https://exceptionaldermatology.com/?utm_medium=local&utm_source=google&utm_campaign=yext
Valley Skin Institute,"4.4
(34)","
11645 Wilshire Blvd #1080, Los Angeles, CA 90025, United States",https://www.google.com/maps/place/Valley+Skin+Institute/data=!4m7!3m6!1s0x8094683d7d270d71:0x5594bf4d82866cc0!8m2!3d36.8505881!4d-119.8027754!16s%2Fg%2F11g0qq1t3q!19sChIJcQ0nfT1olIARwGyGgk2_lFU?authuser=0&hl=en&rclk=1,"
+1 310-275-1170",http://www.caderm.com/
California Skin Institute,"4.4
(34)","
11645 Wilshire Blvd #1080, Los Angeles, CA 90025, United States",https://www.google.com/maps/place/California+Skin+Institute/data=!4m7!3m6!1s0x808580939d7e6d53:0x4ab195a85581f828!8m2!3d37.7893337!4d-122.4175438!16s%2Fg%2F11dxrlfvl1!19sChIJU21-nZOAhYARKPiBVaiVsUo?authuser=0&hl=en&rclk=1,"
+1 310-275-1170",http://www.caderm.com/
Skin and Cancer Institute - Visalia,"4.7
(311)","
909 Hyde St #419, San Francisco, CA 94109, United States",https://www.google.com/maps/place/Skin+and+Cancer+Institute+-+Visalia/data=!4m7!3m6!1s0x80952f9699bc4a27:0xdcd3c24485b94ce7!8m2!3d36.2981678!4d-119.3161986!16s%2Fg%2F11rg8fw4b5!19sChIJJ0q8mZYvlYAR50y5hUTC09w?authuser=0&hl=en&rclk=1,"
+1 415-678-5887",https://www.californiaskininstitute.com/locations/nob-hill-san-francisco/
Golden State Dermatology,"4.7
(311)","
909 Hyde St #419, San Francisco, CA 94109, United States",https://www.google.com/maps/place/Golden+State+Dermatology/data=!4m7!3m6!1s0x8091078631d45223:0xb6ec997b8a4edcf1!8m2!3d37.5103618!4d-120.836755!16s%2Fg%2F11hzs8kyxj!19sChIJI1LUMYYHkYAR8dxOinuZ7LY?authuser=0&hl=en&rclk=1,"
+1 415-678-5887",https://www.californiaskininstitute.com/locations/nob-hill-san-francisco/
Metropolis Dermatology,"4.8
(243)","
1000 Delbon Ave Suite 8, Turlock, CA 95382, United States",https://www.google.com/maps/place/Metropolis+Dermatology/data=!4m7!3m6!1s0x80c2c72ef2f727bb:0x3414e0ac7c973f05!8m2!3d34.0464904!4d-118.2618443!16s%2Fg%2F11h0cd_cqr!19sChIJuyf38i7HwoARBT-XfKzgFDQ?authuser=0&hl=en&rclk=1,"
+1 209-226-4644",https://www.goldenstatedermatology.com/turlock/?y_source=1_MTAwNDU1MTA2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Golden State Dermatology,"4.8
(243)","
1000 Delbon Ave Suite 8, Turlock, CA 95382, United States",https://www.google.com/maps/place/Golden+State+Dermatology/data=!4m7!3m6!1s0x8090530e0c71bedd:0xa409f207cd5f8cc7!8m2!3d37.6625486!4d-120.9878909!16s%2Fg%2F1thzv0y1!19sChIJ3b5xDA5TkIARx4xfzQfyCaQ?authuser=0&hl=en&rclk=1,"
+1 209-226-4644",https://www.goldenstatedermatology.com/turlock/?y_source=1_MTAwNDU1MTA2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Pacific Dermatology Institute,"4.8
(285)","
1324 Nelson Ave STE B, Modesto, CA 95350, United States",https://www.google.com/maps/place/Pacific+Dermatology+Institute/data=!4m7!3m6!1s0x80daff3604d56659:0x607b22357f8efbdd!8m2!3d33.7203102!4d-116.3721694!16s%2Fg%2F11smqztl3j!19sChIJWWbVBDb_2oAR3fuOfzUie2A?authuser=0&hl=en&rclk=1,"
+1 209-524-9481",https://www.goldenstatedermatology.com/modesto/?y_source=1_MTAwNDU1MTA2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Skin and Cancer Institute - Merced,"4.8
(285)","
1324 Nelson Ave STE B, Modesto, CA 95350, United States",https://www.google.com/maps/place/Skin+and+Cancer+Institute+-+Merced/data=!4m7!3m6!1s0x809143378a96217d:0xfbeecd71cc02bc0!8m2!3d37.3205975!4d-120.4687189!16s%2Fg%2F11p_1y3k6w!19sChIJfSGWijdDkYARwCvAHNfsvg8?authuser=0&hl=en&rclk=1,"
+1 209-524-9481",https://www.goldenstatedermatology.com/modesto/?y_source=1_MTAwNDU1MTA2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Pacific Dermatology Institute,"4.8
(509)","
3150 G St, Merced, CA 95340, United States",https://www.google.com/maps/place/Pacific+Dermatology+Institute/data=!4m7!3m6!1s0x80db1b8973d31a8f:0xebe575194ca4b3de!8m2!3d33.8228187!4d-116.5265197!16s%2Fg%2F11h6r_dftt!19sChIJjxrTc4kb24AR3rOkTBl15es?authuser=0&hl=en&rclk=1,"
+1 209-921-3500",https://www.skinandcancerinstitute.com/location/merced/
Golden State Dermatology,"4.8
(509)","
3150 G St, Merced, CA 95340, United States",https://www.google.com/maps/place/Golden+State+Dermatology/data=!4m7!3m6!1s0x808560f8bbba6c29:0x87d19c2acb7cf6ce!8m2!3d37.9272069!4d-122.0303896!16s%2Fg%2F11g022fb4x!19sChIJKWy6u_hghYARzvZ8yyqc0Yc?authuser=0&hl=en&rclk=1,"
+1 209-921-3500",https://www.skinandcancerinstitute.com/location/merced/
